COUNTY    , PRCTSEQ, PRECINCT                 , BALSEQID, JURISID, CANDGROUP, OFFICENAME                                       , ELECTDATE , ELECTTYPE    , COL1HDG, RNAME1                        , PARTY1     , PVTALLY1, COL2HDG, RNAME2                       , PARTY2     , PVTALLY2, COL3HDG, RNAME3                           , PARTY3     , PVTALLY3, COL4HDG, RNAME4                             , PARTY4     , PVTALLY4, COL5HDG, RNAME5                      , PARTY5     , PVTALLY5, COL6HDG, RNAME6        , PARTY6     , PVTALLY6, COL7HDG, RNAME7                       , PARTY7     , PVTALLY7, COL8HDG, RNAME8                      , PARTY8     , PVTALLY8, COL9HDG, RNAME9                 , PARTY9     , PVTALLY9, COL10HDG, RNAME10                , PARTY10    , PVTALLY10
Williamson,    0028, 8-2                      ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,       53,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0028, 8-2                      ,     0011,       7,         0, United States House of Representatives District 7, 2016-11-08, State General,       1, Marsha Blackburn              , Republican ,     2518,       2, Tharon Chandler              , Democratic ,      795,       3, Leonard D. Ladner                , Independent,      123,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0028, 8-2                      ,     0017,      61,         0, Tennessee House of Representatives District 61   , 2016-11-08, State General,       1, Charles M. Sargent Jr         , Republican ,     2942,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0029, 8-3                      ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,     1800,       2, Hillary Clinton              , Democratic ,      896,       3, """Rocky"" Roque De La Fuente"   , Independent,        4,       4, Gary Johnson                       , Independent,      115,       5, Alyson Kennedy              , Independent,        5,       6, Mike Smith    , Independent,       10,       7, Jill Stein                   , Independent,       10,       8, Write-In - Darrell L. Castle,            ,        3,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Williamson,    0029, 8-3                      ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,       21,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0029, 8-3                      ,     0011,       7,         0, United States House of Representatives District 7, 2016-11-08, State General,       1, Marsha Blackburn              , Republican ,     2140,       2, Tharon Chandler              , Democratic ,      620,       3, Leonard D. Ladner                , Independent,       75,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0029, 8-3                      ,     0017,      61,         0, Tennessee House of Representatives District 61   , 2016-11-08, State General,       1, Charles M. Sargent Jr         , Republican ,     2433,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0030, 9-1                      ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,     1271,       2, Hillary Clinton              , Democratic ,      501,       3, """Rocky"" Roque De La Fuente"   , Independent,        3,       4, Gary Johnson                       , Independent,       98,       5, Alyson Kennedy              , Independent,        2,       6, Mike Smith    , Independent,        9,       7, Jill Stein                   , Independent,       10,       8, Write-In - Darrell L. Castle,            ,        3,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Williamson,    0030, 9-1                      ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,       54,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0030, 9-1                      ,     0011,       7,         0, United States House of Representatives District 7, 2016-11-08, State General,       1, Marsha Blackburn              , Republican ,     1463,       2, Tharon Chandler              , Democratic ,      369,       3, Leonard D. Ladner                , Independent,       72,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0030, 9-1                      ,     0017,      61,         0, Tennessee House of Representatives District 61   , 2016-11-08, State General,       1, Charles M. Sargent Jr         , Republican ,     1707,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0031, 9-2                      ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,     1428,       2, Hillary Clinton              , Democratic ,      675,       3, """Rocky"" Roque De La Fuente"   , Independent,        3,       4, Gary Johnson                       , Independent,       87,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,       11,       7, Jill Stein                   , Independent,        9,       8, Write-In - Darrell L. Castle,            ,        2,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Williamson,    0031, 9-2                      ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,       22,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0031, 9-2                      ,     0011,       7,         0, United States House of Representatives District 7, 2016-11-08, State General,       1, Marsha Blackburn              , Republican ,     1583,       2, Tharon Chandler              , Democratic ,      534,       3, Leonard D. Ladner                , Independent,       74,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0031, 9-2                      ,     0017,      61,         0, Tennessee House of Representatives District 61   , 2016-11-08, State General,       1, Charles M. Sargent Jr         , Republican ,     1854,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0032, 9-3                      ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,     2427,       2, Hillary Clinton              , Democratic ,     1031,       3, """Rocky"" Roque De La Fuente"   , Independent,        2,       4, Gary Johnson                       , Independent,      162,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        7,       7, Jill Stein                   , Independent,       18,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Williamson,    0032, 9-3                      ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        2,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,       41,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0032, 9-3                      ,     0011,       7,         0, United States House of Representatives District 7, 2016-11-08, State General,       1, Marsha Blackburn              , Republican ,     2752,       2, Tharon Chandler              , Democratic ,      738,       3, Leonard D. Ladner                , Independent,      106,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0032, 9-3                      ,     0017,      65,         0, Tennessee House of Representatives District 65   , 2016-11-08, State General,       1, Sam Whitson                   , Republican ,     2793,       2, Holly McCall                 , Democratic ,      886,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0033, 9-4                      ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      911,       2, Hillary Clinton              , Democratic ,      335,       3, """Rocky"" Roque De La Fuente"   , Independent,        0,       4, Gary Johnson                       , Independent,       50,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        0,       7, Jill Stein                   , Independent,        7,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Williamson,    0033, 9-4                      ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        5,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0033, 9-4                      ,     0011,       7,         0, United States House of Representatives District 7, 2016-11-08, State General,       1, Marsha Blackburn              , Republican ,      940,       2, Tharon Chandler              , Democratic ,      270,       3, Leonard D. Ladner                , Independent,       51,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0033, 9-4                      ,     0017,      65,         0, Tennessee House of Representatives District 65   , 2016-11-08, State General,       1, Sam Whitson                   , Republican ,      959,       2, Holly McCall                 , Democratic ,      330,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0034, 9-5                      ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      623,       2, Hillary Clinton              , Democratic ,      190,       3, """Rocky"" Roque De La Fuente"   , Independent,        0,       4, Gary Johnson                       , Independent,       24,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        4,       7, Jill Stein                   , Independent,        0,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Williamson,    0034, 9-5                      ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        8,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0034, 9-5                      ,     0011,       7,         0, United States House of Representatives District 7, 2016-11-08, State General,       1, Marsha Blackburn              , Republican ,      645,       2, Tharon Chandler              , Democratic ,      150,       3, Leonard D. Ladner                , Independent,       32,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0034, 9-5                      ,     0017,      63,         0, Tennessee House of Representatives District 63   , 2016-11-08, State General,       1, Glen Casada                   , Republican ,      450,       2, Courtenay Rogers             , Democratic ,      154,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0034, 9-5                      ,     0017,      65,         0, Tennessee House of Representatives District 65   , 2016-11-08, State General,       1, Sam Whitson                   , Republican ,      184,       2, Holly McCall                 , Democratic ,       42,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0035, 10-1                     ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,     1794,       2, Hillary Clinton              , Democratic ,     1146,       3, """Rocky"" Roque De La Fuente"   , Independent,        5,       4, Gary Johnson                       , Independent,      147,       5, Alyson Kennedy              , Independent,        2,       6, Mike Smith    , Independent,       14,       7, Jill Stein                   , Independent,       31,       8, Write-In - Darrell L. Castle,            ,        2,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Williamson,    0035, 10-1                     ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        1,      14, Write-In - Evan McMullin           ,            ,       64,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0035, 10-1                     ,     0011,       7,         0, United States House of Representatives District 7, 2016-11-08, State General,       1, Marsha Blackburn              , Republican ,     2083,       2, Tharon Chandler              , Democratic ,      894,       3, Leonard D. Ladner                , Independent,      156,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0035, 10-1                     ,     0017,      61,         0, Tennessee House of Representatives District 61   , 2016-11-08, State General,       1, Charles M. Sargent Jr         , Republican ,      969,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0035, 10-1                     ,     0017,      65,         0, Tennessee House of Representatives District 65   , 2016-11-08, State General,       1, Sam Whitson                   , Republican ,     1310,       2, Holly McCall                 , Democratic ,      713,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0036, 10-2                     ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      861,       2, Hillary Clinton              , Democratic ,      859,       3, """Rocky"" Roque De La Fuente"   , Independent,        4,       4, Gary Johnson                       , Independent,       92,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        8,       7, Jill Stein                   , Independent,       18,       8, Write-In - Darrell L. Castle,            ,        2,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Williamson,    0036, 10-2                     ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,       40,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0036, 10-2                     ,     0011,       7,         0, United States House of Representatives District 7, 2016-11-08, State General,       1, Marsha Blackburn              , Republican ,     1046,       2, Tharon Chandler              , Democratic ,      671,       3, Leonard D. Ladner                , Independent,       86,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0036, 10-2                     ,     0017,      61,         0, Tennessee House of Representatives District 61   , 2016-11-08, State General,       1, Charles M. Sargent Jr         , Republican ,      119,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0036, 10-2                     ,     0017,      65,         0, Tennessee House of Representatives District 65   , 2016-11-08, State General,       1, Sam Whitson                   , Republican ,      909,       2, Holly McCall                 , Democratic ,      811,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0037, 10-3                     ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,     1475,       2, Hillary Clinton              , Democratic ,      795,       3, """Rocky"" Roque De La Fuente"   , Independent,        3,       4, Gary Johnson                       , Independent,       96,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        9,       7, Jill Stein                   , Independent,        8,       8, Write-In - Darrell L. Castle,            ,        1,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Williamson,    0037, 10-3                     ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,       43,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0037, 10-3                     ,     0011,       7,         0, United States House of Representatives District 7, 2016-11-08, State General,       1, Marsha Blackburn              , Republican ,     1693,       2, Tharon Chandler              , Democratic ,      563,       3, Leonard D. Ladner                , Independent,       89,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0037, 10-3                     ,     0017,      61,         0, Tennessee House of Representatives District 61   , 2016-11-08, State General,       1, Charles M. Sargent Jr         , Republican ,     1994,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0038, 11-1                     ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,     1343,       2, Hillary Clinton              , Democratic ,      851,       3, """Rocky"" Roque De La Fuente"   , Independent,        1,       4, Gary Johnson                       , Independent,      100,       5, Alyson Kennedy              , Independent,        4,       6, Mike Smith    , Independent,        7,       7, Jill Stein                   , Independent,       14,       8, Write-In - Darrell L. Castle,            ,        3,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Williamson,    0038, 11-1                     ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,       30,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0038, 11-1                     ,     0011,       7,         0, United States House of Representatives District 7, 2016-11-08, State General,       1, Marsha Blackburn              , Republican ,     1532,       2, Tharon Chandler              , Democratic ,      613,       3, Leonard D. Ladner                , Independent,       93,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0038, 11-1                     ,     0017,      65,         0, Tennessee House of Representatives District 65   , 2016-11-08, State General,       1, Sam Whitson                   , Republican ,     1597,       2, Holly McCall                 , Democratic ,      733,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0039, 11-2                     ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      937,       2, Hillary Clinton              , Democratic ,      843,       3, """Rocky"" Roque De La Fuente"   , Independent,        5,       4, Gary Johnson                       , Independent,       98,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,       12,       7, Jill Stein                   , Independent,       20,       8, Write-In - Darrell L. Castle,            ,        3,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         3
Williamson,    0039, 11-2                     ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        1,      14, Write-In - Evan McMullin           ,            ,       35,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0039, 11-2                     ,     0011,       7,         0, United States House of Representatives District 7, 2016-11-08, State General,       1, Marsha Blackburn              , Republican ,     1113,       2, Tharon Chandler              , Democratic ,      646,       3, Leonard D. Ladner                , Independent,       85,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0039, 11-2                     ,     0017,      61,         0, Tennessee House of Representatives District 61   , 2016-11-08, State General,       1, Charles M. Sargent Jr         , Republican ,      120,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0039, 11-2                     ,     0017,      65,         0, Tennessee House of Representatives District 65   , 2016-11-08, State General,       1, Sam Whitson                   , Republican ,     1027,       2, Holly McCall                 , Democratic ,      757,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0040, 11-3                     ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,     1926,       2, Hillary Clinton              , Democratic ,      781,       3, """Rocky"" Roque De La Fuente"   , Independent,        3,       4, Gary Johnson                       , Independent,      125,       5, Alyson Kennedy              , Independent,        2,       6, Mike Smith    , Independent,       10,       7, Jill Stein                   , Independent,       13,       8, Write-In - Darrell L. Castle,            ,        8,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Williamson,    0040, 11-3                     ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,       35,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0040, 11-3                     ,     0011,       7,         0, United States House of Representatives District 7, 2016-11-08, State General,       1, Marsha Blackburn              , Republican ,     2155,       2, Tharon Chandler              , Democratic ,      591,       3, Leonard D. Ladner                , Independent,       93,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0040, 11-3                     ,     0017,      63,         0, Tennessee House of Representatives District 63   , 2016-11-08, State General,       1, Glen Casada                   , Republican ,     1669,       2, Courtenay Rogers             , Democratic ,      673,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0040, 11-3                     ,     0017,      65,         0, Tennessee House of Representatives District 65   , 2016-11-08, State General,       1, Sam Whitson                   , Republican ,      420,       2, Holly McCall                 , Democratic ,      133,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0041, 12-1                     ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,     1460,       2, Hillary Clinton              , Democratic ,      846,       3, """Rocky"" Roque De La Fuente"   , Independent,        4,       4, Gary Johnson                       , Independent,      134,       5, Alyson Kennedy              , Independent,        5,       6, Mike Smith    , Independent,       18,       7, Jill Stein                   , Independent,        9,       8, Write-In - Darrell L. Castle,            ,        2,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Williamson,    0041, 12-1                     ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,       50,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Williamson,    0041, 12-1                     ,     0011,       7,         0, United States House of Representatives District 7, 2016-11-08, State General,       1, Marsha Blackburn              , Republican ,     1708,       2, Tharon Chandler              , Democratic ,      647,       3, Leonard D. Ladner                , Independent,       99,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
