COUNTY    , Precinct Seq, PRECINCT            , Office Seq, OfficeID, District, Candidate Group, OFFICENAME                                 , ELECTDATE         , ELECTTYPE       , Col1, BName1                           , Tally1, Col2, BName2                            , Tally2, Col3, BName3                        , Tally3, Col4, BName4                         , Tally4, Col5, BName5                              , Tally5, Col6, BName6                           , Tally6, Col7, BName7                         , Tally7, Col8, BName8                            , Tally8, Col9, BName9                      , Tally9, Col10, BName10                      , Tally10
HAWKINS   ,         0001, 6 Alum Well         ,          2, USS     ,         ,              11, United States Senate                       , "November 6, 2012", General Election,   11, . Write-In - Larry Crim          ,      0,   12, . Write-In - Gary Gene Davis      ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer           ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn  ,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
HAWKINS   ,         0001, 6 Alum Well         ,          2, USS     ,         ,              21, United States Senate                       , "November 6, 2012", General Election,   21, . Write-In - Mary D. Wright      ,      0,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0001, 6 Alum Well         ,          3, USH     ,        1,               1, U.S. House of Representatives District     , "November 6, 2012", General Election,    1, . Phil Roe - (R)                 ,    371,    2, . Alan Woodruff - (D)             ,     77,    3, . Robert N. Smith - (G)       ,      5,    4, . Karen Sherry Brackett - (I)  ,      7,    5, . Michael D. Salyer - (I)           ,      2,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0001, 6 Alum Well         ,          4, TNS     ,        8,               1, Tennessee Senate District                  , "November 6, 2012", General Election,    1, . Frank Niceley - (R)            ,    322,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0001, 6 Alum Well         ,          5, TNH     ,        9,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Mike Harrison - (R)            ,    336,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0002, 1 Allandale Inside  ,          1, PRES    ,         ,               1, United States President                    , "November 6, 2012", General Election,    1, . Mitt Romney - (R)              ,    734,    2, . Barack Obama - (D)              ,    262,    3, . Virgil Goode - (C)          ,      5,    4, . Jill Stein - (G)             ,      3,    5, ". Ross C. ""Rocky"" Anderson - (I)",      0,    6, . Gary Johnson - (I)             ,     11,    7, . Merlin Miller - (I)          ,      1,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0002, 1 Allandale Inside  ,          2, USS     ,         ,               1, United States Senate                       , "November 6, 2012", General Election,    1, . Bob Corker - (R)               ,    752,    2, . Mark E. Clayton - (D)           ,    199,    3, . Kermit Steck - (C)          ,      8,    4, . Martin Pleasant - (G)        ,      5,    5, . Shaun E. Crowell - (I)            ,      7,    6, . David Gatchell - (I)           ,      1,    7, . James Higdon - (I)           ,      3,    8, . Michel Joseph Long - (I)        ,      4,    9, . Troy Stephen Scoggin - (I),      2,    10, . Write-In - Fred R. Anderson,       0
HAWKINS   ,         0002, 1 Allandale Inside  ,          2, USS     ,         ,              11, United States Senate                       , "November 6, 2012", General Election,   11, . Write-In - Larry Crim          ,      0,   12, . Write-In - Gary Gene Davis      ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer           ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn  ,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
HAWKINS   ,         0002, 1 Allandale Inside  ,          2, USS     ,         ,              21, United States Senate                       , "November 6, 2012", General Election,   21, . Write-In - Mary D. Wright      ,      0,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0002, 1 Allandale Inside  ,          3, USH     ,        1,               1, U.S. House of Representatives District     , "November 6, 2012", General Election,    1, . Phil Roe - (R)                 ,    760,    2, . Alan Woodruff - (D)             ,    194,    3, . Robert N. Smith - (G)       ,      8,    4, . Karen Sherry Brackett - (I)  ,     16,    5, . Michael D. Salyer - (I)           ,      7,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0002, 1 Allandale Inside  ,          4, TNS     ,        8,               1, Tennessee Senate District                  , "November 6, 2012", General Election,    1, . Frank Niceley - (R)            ,    696,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0002, 1 Allandale Inside  ,          5, TNH     ,        9,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Mike Harrison - (R)            ,    693,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0003, 1 Allandale Outside ,          1, PRES    ,         ,               1, United States President                    , "November 6, 2012", General Election,    1, . Mitt Romney - (R)              ,     24,    2, . Barack Obama - (D)              ,     13,    3, . Virgil Goode - (C)          ,      0,    4, . Jill Stein - (G)             ,      0,    5, ". Ross C. ""Rocky"" Anderson - (I)",      0,    6, . Gary Johnson - (I)             ,      0,    7, . Merlin Miller - (I)          ,      1,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0003, 1 Allandale Outside ,          2, USS     ,         ,               1, United States Senate                       , "November 6, 2012", General Election,    1, . Bob Corker - (R)               ,     26,    2, . Mark E. Clayton - (D)           ,      9,    3, . Kermit Steck - (C)          ,      0,    4, . Martin Pleasant - (G)        ,      0,    5, . Shaun E. Crowell - (I)            ,      0,    6, . David Gatchell - (I)           ,      0,    7, . James Higdon - (I)           ,      0,    8, . Michel Joseph Long - (I)        ,      1,    9, . Troy Stephen Scoggin - (I),      0,    10, . Write-In - Fred R. Anderson,       0
HAWKINS   ,         0003, 1 Allandale Outside ,          2, USS     ,         ,              11, United States Senate                       , "November 6, 2012", General Election,   11, . Write-In - Larry Crim          ,      0,   12, . Write-In - Gary Gene Davis      ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer           ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn  ,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
HAWKINS   ,         0003, 1 Allandale Outside ,          2, USS     ,         ,              21, United States Senate                       , "November 6, 2012", General Election,   21, . Write-In - Mary D. Wright      ,      0,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0003, 1 Allandale Outside ,          3, USH     ,        1,               1, U.S. House of Representatives District     , "November 6, 2012", General Election,    1, . Phil Roe - (R)                 ,     21,    2, . Alan Woodruff - (D)             ,     12,    3, . Robert N. Smith - (G)       ,      0,    4, . Karen Sherry Brackett - (I)  ,      0,    5, . Michael D. Salyer - (I)           ,      2,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0003, 1 Allandale Outside ,          4, TNS     ,        8,               1, Tennessee Senate District                  , "November 6, 2012", General Election,    1, . Frank Niceley - (R)            ,     21,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0003, 1 Allandale Outside ,          5, TNH     ,        9,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Mike Harrison - (R)            ,     21,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0004, 7 Bulls Gap Inside  ,          1, PRES    ,         ,               1, United States President                    , "November 6, 2012", General Election,    1, . Mitt Romney - (R)              ,    188,    2, . Barack Obama - (D)              ,     71,    3, . Virgil Goode - (C)          ,      5,    4, . Jill Stein - (G)             ,      0,    5, ". Ross C. ""Rocky"" Anderson - (I)",      0,    6, . Gary Johnson - (I)             ,      2,    7, . Merlin Miller - (I)          ,      1,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0004, 7 Bulls Gap Inside  ,          2, USS     ,         ,               1, United States Senate                       , "November 6, 2012", General Election,    1, . Bob Corker - (R)               ,    179,    2, . Mark E. Clayton - (D)           ,     58,    3, . Kermit Steck - (C)          ,      3,    4, . Martin Pleasant - (G)        ,      2,    5, . Shaun E. Crowell - (I)            ,      3,    6, . David Gatchell - (I)           ,      0,    7, . James Higdon - (I)           ,      1,    8, . Michel Joseph Long - (I)        ,      0,    9, . Troy Stephen Scoggin - (I),      0,    10, . Write-In - Fred R. Anderson,       0
HAWKINS   ,         0004, 7 Bulls Gap Inside  ,          2, USS     ,         ,              11, United States Senate                       , "November 6, 2012", General Election,   11, . Write-In - Larry Crim          ,      0,   12, . Write-In - Gary Gene Davis      ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer           ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn  ,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
HAWKINS   ,         0004, 7 Bulls Gap Inside  ,          2, USS     ,         ,              21, United States Senate                       , "November 6, 2012", General Election,   21, . Write-In - Mary D. Wright      ,      0,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0004, 7 Bulls Gap Inside  ,          3, USH     ,        1,               1, U.S. House of Representatives District     , "November 6, 2012", General Election,    1, . Phil Roe - (R)                 ,    189,    2, . Alan Woodruff - (D)             ,     51,    3, . Robert N. Smith - (G)       ,      4,    4, . Karen Sherry Brackett - (I)  ,      4,    5, . Michael D. Salyer - (I)           ,      1,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0004, 7 Bulls Gap Inside  ,          4, TNS     ,        8,               1, Tennessee Senate District                  , "November 6, 2012", General Election,    1, . Frank Niceley - (R)            ,    161,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0004, 7 Bulls Gap Inside  ,          5, TNH     ,        9,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Mike Harrison - (R)            ,    176,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0005, 7 Bulls Gap Outside ,          1, PRES    ,         ,               1, United States President                    , "November 6, 2012", General Election,    1, . Mitt Romney - (R)              ,    301,    2, . Barack Obama - (D)              ,    115,    3, . Virgil Goode - (C)          ,      4,    4, . Jill Stein - (G)             ,      1,    5, ". Ross C. ""Rocky"" Anderson - (I)",      0,    6, . Gary Johnson - (I)             ,      2,    7, . Merlin Miller - (I)          ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0005, 7 Bulls Gap Outside ,          2, USS     ,         ,               1, United States Senate                       , "November 6, 2012", General Election,    1, . Bob Corker - (R)               ,    305,    2, . Mark E. Clayton - (D)           ,     84,    3, . Kermit Steck - (C)          ,      3,    4, . Martin Pleasant - (G)        ,      9,    5, . Shaun E. Crowell - (I)            ,      1,    6, . David Gatchell - (I)           ,      0,    7, . James Higdon - (I)           ,      0,    8, . Michel Joseph Long - (I)        ,      1,    9, . Troy Stephen Scoggin - (I),      1,    10, . Write-In - Fred R. Anderson,       0
HAWKINS   ,         0005, 7 Bulls Gap Outside ,          2, USS     ,         ,              11, United States Senate                       , "November 6, 2012", General Election,   11, . Write-In - Larry Crim          ,      0,   12, . Write-In - Gary Gene Davis      ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer           ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn  ,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
HAWKINS   ,         0005, 7 Bulls Gap Outside ,          2, USS     ,         ,              21, United States Senate                       , "November 6, 2012", General Election,   21, . Write-In - Mary D. Wright      ,      0,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0005, 7 Bulls Gap Outside ,          3, USH     ,        1,               1, U.S. House of Representatives District     , "November 6, 2012", General Election,    1, . Phil Roe - (R)                 ,    313,    2, . Alan Woodruff - (D)             ,     89,    3, . Robert N. Smith - (G)       ,      4,    4, . Karen Sherry Brackett - (I)  ,      4,    5, . Michael D. Salyer - (I)           ,      4,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0005, 7 Bulls Gap Outside ,          4, TNS     ,        8,               1, Tennessee Senate District                  , "November 6, 2012", General Election,    1, . Frank Niceley - (R)            ,    289,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0005, 7 Bulls Gap Outside ,          5, TNH     ,        9,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Mike Harrison - (R)            ,    284,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0006, 3 Carter's Valley   ,          1, PRES    ,         ,               1, United States President                    , "November 6, 2012", General Election,    1, . Mitt Romney - (R)              ,   1174,    2, . Barack Obama - (D)              ,    377,    3, . Virgil Goode - (C)          ,      5,    4, . Jill Stein - (G)             ,      5,    5, ". Ross C. ""Rocky"" Anderson - (I)",      2,    6, . Gary Johnson - (I)             ,     13,    7, . Merlin Miller - (I)          ,      2,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0006, 3 Carter's Valley   ,          2, USS     ,         ,               1, United States Senate                       , "November 6, 2012", General Election,    1, . Bob Corker - (R)               ,   1175,    2, . Mark E. Clayton - (D)           ,    330,    3, . Kermit Steck - (C)          ,     10,    4, . Martin Pleasant - (G)        ,     10,    5, . Shaun E. Crowell - (I)            ,      7,    6, . David Gatchell - (I)           ,      3,    7, . James Higdon - (I)           ,      2,    8, . Michel Joseph Long - (I)        ,      3,    9, . Troy Stephen Scoggin - (I),      3,    10, . Write-In - Fred R. Anderson,       0
HAWKINS   ,         0006, 3 Carter's Valley   ,          2, USS     ,         ,              11, United States Senate                       , "November 6, 2012", General Election,   11, . Write-In - Larry Crim          ,      0,   12, . Write-In - Gary Gene Davis      ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer           ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn  ,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
HAWKINS   ,         0006, 3 Carter's Valley   ,          2, USS     ,         ,              21, United States Senate                       , "November 6, 2012", General Election,   21, . Write-In - Mary D. Wright      ,      0,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0006, 3 Carter's Valley   ,          3, USH     ,        1,               1, U.S. House of Representatives District     , "November 6, 2012", General Election,    1, . Phil Roe - (R)                 ,   1178,    2, . Alan Woodruff - (D)             ,    289,    3, . Robert N. Smith - (G)       ,     20,    4, . Karen Sherry Brackett - (I)  ,     24,    5, . Michael D. Salyer - (I)           ,     31,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0006, 3 Carter's Valley   ,          4, TNS     ,        8,               1, Tennessee Senate District                  , "November 6, 2012", General Election,    1, . Frank Niceley - (R)            ,   1100,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0006, 3 Carter's Valley   ,          5, TNH     ,        9,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Mike Harrison - (R)            ,   1109,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0007, 6 Choptack          ,          1, PRES    ,         ,               1, United States President                    , "November 6, 2012", General Election,    1, . Mitt Romney - (R)              ,    610,    2, . Barack Obama - (D)              ,    151,    3, . Virgil Goode - (C)          ,      1,    4, . Jill Stein - (G)             ,      3,    5, ". Ross C. ""Rocky"" Anderson - (I)",      1,    6, . Gary Johnson - (I)             ,      4,    7, . Merlin Miller - (I)          ,      1,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0007, 6 Choptack          ,          2, USS     ,         ,               1, United States Senate                       , "November 6, 2012", General Election,    1, . Bob Corker - (R)               ,    600,    2, . Mark E. Clayton - (D)           ,    117,    3, . Kermit Steck - (C)          ,      5,    4, . Martin Pleasant - (G)        ,      4,    5, . Shaun E. Crowell - (I)            ,      6,    6, . David Gatchell - (I)           ,      2,    7, . James Higdon - (I)           ,      1,    8, . Michel Joseph Long - (I)        ,      4,    9, . Troy Stephen Scoggin - (I),      2,    10, . Write-In - Fred R. Anderson,       0
HAWKINS   ,         0007, 6 Choptack          ,          2, USS     ,         ,              11, United States Senate                       , "November 6, 2012", General Election,   11, . Write-In - Larry Crim          ,      0,   12, . Write-In - Gary Gene Davis      ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer           ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn  ,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
HAWKINS   ,         0007, 6 Choptack          ,          2, USS     ,         ,              21, United States Senate                       , "November 6, 2012", General Election,   21, . Write-In - Mary D. Wright      ,      0,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0007, 6 Choptack          ,          3, USH     ,        1,               1, U.S. House of Representatives District     , "November 6, 2012", General Election,    1, . Phil Roe - (R)                 ,    598,    2, . Alan Woodruff - (D)             ,    117,    3, . Robert N. Smith - (G)       ,      3,    4, . Karen Sherry Brackett - (I)  ,     11,    5, . Michael D. Salyer - (I)           ,      5,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0007, 6 Choptack          ,          4, TNS     ,        8,               1, Tennessee Senate District                  , "November 6, 2012", General Election,    1, . Frank Niceley - (R)            ,    543,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0007, 6 Choptack          ,          5, TNH     ,        9,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Mike Harrison - (R)            ,    587,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0008, 2 Church Hill Inside,          1, PRES    ,         ,               1, United States President                    , "November 6, 2012", General Election,    1, . Mitt Romney - (R)              ,   1995,    2, . Barack Obama - (D)              ,    761,    3, . Virgil Goode - (C)          ,     10,    4, . Jill Stein - (G)             ,      0,    5, ". Ross C. ""Rocky"" Anderson - (I)",      5,    6, . Gary Johnson - (I)             ,     25,    7, . Merlin Miller - (I)          ,      5,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0008, 2 Church Hill Inside,          2, USS     ,         ,               1, United States Senate                       , "November 6, 2012", General Election,    1, . Bob Corker - (R)               ,   1971,    2, . Mark E. Clayton - (D)           ,    644,    3, . Kermit Steck - (C)          ,     31,    4, . Martin Pleasant - (G)        ,     14,    5, . Shaun E. Crowell - (I)            ,     22,    6, . David Gatchell - (I)           ,      9,    7, . James Higdon - (I)           ,      6,    8, . Michel Joseph Long - (I)        ,      5,    9, . Troy Stephen Scoggin - (I),      5,    10, . Write-In - Fred R. Anderson,       0
HAWKINS   ,         0008, 2 Church Hill Inside,          2, USS     ,         ,              11, United States Senate                       , "November 6, 2012", General Election,   11, . Write-In - Larry Crim          ,      0,   12, . Write-In - Gary Gene Davis      ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer           ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn  ,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
HAWKINS   ,         0008, 2 Church Hill Inside,          2, USS     ,         ,              21, United States Senate                       , "November 6, 2012", General Election,   21, . Write-In - Mary D. Wright      ,      0,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0008, 2 Church Hill Inside,          3, USH     ,        1,               1, U.S. House of Representatives District     , "November 6, 2012", General Election,    1, . Phil Roe - (R)                 ,   1971,    2, . Alan Woodruff - (D)             ,    638,    3, . Robert N. Smith - (G)       ,     16,    4, . Karen Sherry Brackett - (I)  ,     39,    5, . Michael D. Salyer - (I)           ,     37,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0008, 2 Church Hill Inside,          4, TNS     ,        8,               1, Tennessee Senate District                  , "November 6, 2012", General Election,    1, . Frank Niceley - (R)            ,   1806,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0008, 2 Church Hill Inside,          5, TNH     ,        9,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Mike Harrison - (R)            ,   1863,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0009, 2 Church Hill Outsid,          1, PRES    ,         ,               1, United States President                    , "November 6, 2012", General Election,    1, . Mitt Romney - (R)              ,     37,    2, . Barack Obama - (D)              ,     15,    3, . Virgil Goode - (C)          ,      0,    4, . Jill Stein - (G)             ,      1,    5, ". Ross C. ""Rocky"" Anderson - (I)",      0,    6, . Gary Johnson - (I)             ,      3,    7, . Merlin Miller - (I)          ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0009, 2 Church Hill Outsid,          2, USS     ,         ,               1, United States Senate                       , "November 6, 2012", General Election,    1, . Bob Corker - (R)               ,     36,    2, . Mark E. Clayton - (D)           ,     12,    3, . Kermit Steck - (C)          ,      2,    4, . Martin Pleasant - (G)        ,      0,    5, . Shaun E. Crowell - (I)            ,      1,    6, . David Gatchell - (I)           ,      0,    7, . James Higdon - (I)           ,      0,    8, . Michel Joseph Long - (I)        ,      0,    9, . Troy Stephen Scoggin - (I),      1,    10, . Write-In - Fred R. Anderson,       0
HAWKINS   ,         0009, 2 Church Hill Outsid,          2, USS     ,         ,              11, United States Senate                       , "November 6, 2012", General Election,   11, . Write-In - Larry Crim          ,      0,   12, . Write-In - Gary Gene Davis      ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer           ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn  ,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
HAWKINS   ,         0009, 2 Church Hill Outsid,          2, USS     ,         ,              21, United States Senate                       , "November 6, 2012", General Election,   21, . Write-In - Mary D. Wright      ,      0,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0009, 2 Church Hill Outsid,          3, USH     ,        1,               1, U.S. House of Representatives District     , "November 6, 2012", General Election,    1, . Phil Roe - (R)                 ,     35,    2, . Alan Woodruff - (D)             ,     14,    3, . Robert N. Smith - (G)       ,      0,    4, . Karen Sherry Brackett - (I)  ,      1,    5, . Michael D. Salyer - (I)           ,      3,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0009, 2 Church Hill Outsid,          4, TNS     ,        8,               1, Tennessee Senate District                  , "November 6, 2012", General Election,    1, . Frank Niceley - (R)            ,     27,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
HAWKINS   ,         0009, 2 Church Hill Outsid,          5, TNH     ,        9,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Mike Harrison - (R)            ,     29,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
