COUNTY    , Precinct Sequence, Precinct Name       , Office Seq, OfficeID, District, Candidate Group, OFFICENAME                                 , ELECTDATE         , ELECTTYPE    , Col1, BName1                         , Tally1, Col2, BName2                                      , Tally2, Col3, BName3                                   , Tally3, Col4, BName4                           , Tally4, Col5, BName5                       , Tally5, Col6, BName6                         , Tally6, Col7, BName7                  , Tally7, Col8, BName8                         , Tally8, Col9, BName9                  , Tally9, Col10, BName10                    , Tally10
SCOTT     ,              0003, 2-2 Robbins         ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,    165,    2, . Lincoln Davis - D                         ,    131,    3, . Paul H. Curtis - I                     ,      4,    4, . James Gray - I                 ,      0,    5, . Richard S. Johnson - I     ,      0,    6, . Gerald York - I              ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0003, 2-2 Robbins         ,          5, TH      ,       38,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Kelly Keisling - R           ,    170,    2, . Leslie Winningham - D                     ,    130,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0004, 3-1 Huntsville      ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    398,    2, . Mike McWherter - D                        ,    127,    3, . Bayron Binkley - I                     ,      0,    4, . Brandon Dodds - I              ,      1,    5, . Samuel David Duck - I      ,      0,    6, . David Gatchell - I           ,      1,    7, . June Griffin - I      ,      5,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
SCOTT     ,              0004, 3-1 Huntsville      ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      1,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      0,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
SCOTT     ,              0004, 3-1 Huntsville      ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    433,    2, . No                                        ,     41,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0004, 3-1 Huntsville      ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,    243,    2, . Lincoln Davis - D                         ,    259,    3, . Paul H. Curtis - I                     ,      7,    4, . James Gray - I                 ,      2,    5, . Richard S. Johnson - I     ,      2,    6, . Gerald York - I              ,      2,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0004, 3-1 Huntsville      ,          5, TH      ,       38,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Kelly Keisling - R           ,    220,    2, . Leslie Winningham - D                     ,    281,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0005, 3-2 Paint Rock      ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,     79,    2, . Mike McWherter - D                        ,     38,    3, . Bayron Binkley - I                     ,      2,    4, . Brandon Dodds - I              ,      0,    5, . Samuel David Duck - I      ,      0,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
SCOTT     ,              0005, 3-2 Paint Rock      ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      1,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      0,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
SCOTT     ,              0005, 3-2 Paint Rock      ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    102,    2, . No                                        ,      6,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0005, 3-2 Paint Rock      ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,     57,    2, . Lincoln Davis - D                         ,     51,    3, . Paul H. Curtis - I                     ,      0,    4, . James Gray - I                 ,      0,    5, . Richard S. Johnson - I     ,      0,    6, . Gerald York - I              ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0005, 3-2 Paint Rock      ,          5, TH      ,       38,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Kelly Keisling - R           ,     59,    2, . Leslie Winningham - D                     ,     56,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0006, 4-1 Helenwood       ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    510,    2, . Mike McWherter - D                        ,    125,    3, . Bayron Binkley - I                     ,      4,    4, . Brandon Dodds - I              ,      1,    5, . Samuel David Duck - I      ,      0,    6, . David Gatchell - I           ,      2,    7, . June Griffin - I      ,      1,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      1,    10, . Boyce T. McCall - I      ,       0
SCOTT     ,              0006, 4-1 Helenwood       ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      1,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      5,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
SCOTT     ,              0006, 4-1 Helenwood       ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    525,    2, . No                                        ,     43,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0006, 4-1 Helenwood       ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,    387,    2, . Lincoln Davis - D                         ,    218,    3, . Paul H. Curtis - I                     ,      9,    4, . James Gray - I                 ,      6,    5, . Richard S. Johnson - I     ,      1,    6, . Gerald York - I              ,      9,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0006, 4-1 Helenwood       ,          5, TH      ,       38,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Kelly Keisling - R           ,    340,    2, . Leslie Winningham - D                     ,    278,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0007, 5-1 Pine Hill       ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    186,    2, . Mike McWherter - D                        ,     73,    3, . Bayron Binkley - I                     ,      3,    4, . Brandon Dodds - I              ,      0,    5, . Samuel David Duck - I      ,      0,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
SCOTT     ,              0007, 5-1 Pine Hill       ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      1,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
SCOTT     ,              0007, 5-1 Pine Hill       ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    215,    2, . No                                        ,     22,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0007, 5-1 Pine Hill       ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,    136,    2, . Lincoln Davis - D                         ,    109,    3, . Paul H. Curtis - I                     ,      4,    4, . James Gray - I                 ,      0,    5, . Richard S. Johnson - I     ,      1,    6, . Gerald York - I              ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0007, 5-1 Pine Hill       ,          5, TH      ,       38,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Kelly Keisling - R           ,    127,    2, . Leslie Winningham - D                     ,    114,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0008, 5-2 Winfield        ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    360,    2, . Mike McWherter - D                        ,     83,    3, . Bayron Binkley - I                     ,      2,    4, . Brandon Dodds - I              ,      3,    5, . Samuel David Duck - I      ,      2,    6, . David Gatchell - I           ,      2,    7, . June Griffin - I      ,      1,    8, . Toni K. Hall - I             ,      3,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
SCOTT     ,              0008, 5-2 Winfield        ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      1,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      7,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
SCOTT     ,              0008, 5-2 Winfield        ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    386,    2, . No                                        ,     26,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0008, 5-2 Winfield        ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,    269,    2, . Lincoln Davis - D                         ,    153,    3, . Paul H. Curtis - I                     ,      9,    4, . James Gray - I                 ,     14,    5, . Richard S. Johnson - I     ,      1,    6, . Gerald York - I              ,      1,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0008, 5-2 Winfield        ,          5, TH      ,       38,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Kelly Keisling - R           ,    268,    2, . Leslie Winningham - D                     ,    157,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0009, 6-1 Oneida          ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    400,    2, . Mike McWherter - D                        ,    112,    3, . Bayron Binkley - I                     ,      1,    4, . Brandon Dodds - I              ,      3,    5, . Samuel David Duck - I      ,      0,    6, . David Gatchell - I           ,      1,    7, . June Griffin - I      ,      2,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
SCOTT     ,              0009, 6-1 Oneida          ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      1,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      2,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
SCOTT     ,              0009, 6-1 Oneida          ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    428,    2, . No                                        ,     28,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0009, 6-1 Oneida          ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,    279,    2, . Lincoln Davis - D                         ,    207,    3, . Paul H. Curtis - I                     ,      2,    4, . James Gray - I                 ,      2,    5, . Richard S. Johnson - I     ,      0,    6, . Gerald York - I              ,      6,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0009, 6-1 Oneida          ,          5, TH      ,       38,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Kelly Keisling - R           ,    260,    2, . Leslie Winningham - D                     ,    224,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0010, 7-1 West Oneida     ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    719,    2, . Mike McWherter - D                        ,    112,    3, . Bayron Binkley - I                     ,      3,    4, . Brandon Dodds - I              ,      1,    5, . Samuel David Duck - I      ,      2,    6, . David Gatchell - I           ,      2,    7, . June Griffin - I      ,      2,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      1,    10, . Boyce T. McCall - I      ,       0
SCOTT     ,              0010, 7-1 West Oneida     ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      1,   13, . James Reesor - I                       ,      1,   14, . Thomas Smith II - I            ,      1,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      0,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
SCOTT     ,              0010, 7-1 West Oneida     ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    715,    2, . No                                        ,     48,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0010, 7-1 West Oneida     ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,    537,    2, . Lincoln Davis - D                         ,    245,    3, . Paul H. Curtis - I                     ,     10,    4, . James Gray - I                 ,      2,    5, . Richard S. Johnson - I     ,      3,    6, . Gerald York - I              ,     11,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0010, 7-1 West Oneida     ,          5, TH      ,       38,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Kelly Keisling - R           ,    518,    2, . Leslie Winningham - D                     ,    270,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0011, Absentee            ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    121,    2, . Mike McWherter - D                        ,     70,    3, . Bayron Binkley - I                     ,      1,    4, . Brandon Dodds - I              ,      0,    5, . Samuel David Duck - I      ,      0,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
SCOTT     ,              0011, Absentee            ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      0,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
SCOTT     ,              0011, Absentee            ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    134,    2, . No                                        ,     14,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0011, Absentee            ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,     87,    2, . Lincoln Davis - D                         ,    104,    3, . Paul H. Curtis - I                     ,      1,    4, . James Gray - I                 ,      0,    5, . Richard S. Johnson - I     ,      0,    6, . Gerald York - I              ,      3,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SCOTT     ,              0011, Absentee            ,          5, TH      ,       38,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Kelly Keisling - R           ,     75,    2, . Leslie Winningham - D                     ,    123,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SEQUATCHIE,              0001, 1 Welch Chapel      ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    142,    2, . Mike McWherter - D                        ,     59,    3, . Bayron Binkley - I                     ,      0,    4, . Brandon Dodds - I              ,      1,    5, . Samuel David Duck - I      ,      0,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      1,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
SEQUATCHIE,              0001, 1 Welch Chapel      ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      2,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
SEQUATCHIE,              0001, 1 Welch Chapel      ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    154,    2, . No                                        ,      8,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SEQUATCHIE,              0001, 1 Welch Chapel      ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,    109,    2, . Lincoln Davis - D                         ,     85,    3, . Paul H. Curtis - I                     ,      3,    4, . James Gray - I                 ,      0,    5, . Richard S. Johnson - I     ,      1,    6, . Gerald York - I              ,      2,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SEQUATCHIE,              0001, 1 Welch Chapel      ,          5, TH      ,       37,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Bill W. Harmon - D           ,    148,     ,                                             ,      0,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SEQUATCHIE,              0002, 1 Lewis Chapel      ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    285,    2, . Mike McWherter - D                        ,     61,    3, . Bayron Binkley - I                     ,      0,    4, . Brandon Dodds - I              ,      4,    5, . Samuel David Duck - I      ,      0,    6, . David Gatchell - I           ,      1,    7, . June Griffin - I      ,      2,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
SEQUATCHIE,              0002, 1 Lewis Chapel      ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      3,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
SEQUATCHIE,              0002, 1 Lewis Chapel      ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    307,    2, . No                                        ,     20,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SEQUATCHIE,              0002, 1 Lewis Chapel      ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,    230,    2, . Lincoln Davis - D                         ,     81,    3, . Paul H. Curtis - I                     ,     11,    4, . James Gray - I                 ,      5,    5, . Richard S. Johnson - I     ,      1,    6, . Gerald York - I              ,      6,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SEQUATCHIE,              0002, 1 Lewis Chapel      ,          5, TH      ,       37,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Bill W. Harmon - D           ,    208,     ,                                             ,      0,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SEQUATCHIE,              0003, 2 Cagle             ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    247,    2, . Mike McWherter - D                        ,     75,    3, . Bayron Binkley - I                     ,      1,    4, . Brandon Dodds - I              ,      0,    5, . Samuel David Duck - I      ,      0,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      1,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
SEQUATCHIE,              0003, 2 Cagle             ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      1,   16, . Carl Twofeathers Whitaker - I,      1,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
SEQUATCHIE,              0003, 2 Cagle             ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    275,    2, . No                                        ,     13,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SEQUATCHIE,              0003, 2 Cagle             ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,    197,    2, . Lincoln Davis - D                         ,    100,    3, . Paul H. Curtis - I                     ,      4,    4, . James Gray - I                 ,      1,    5, . Richard S. Johnson - I     ,      1,    6, . Gerald York - I              ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SEQUATCHIE,              0003, 2 Cagle             ,          5, TH      ,       37,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Bill W. Harmon - D           ,    198,     ,                                             ,      0,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SEQUATCHIE,              0004, 2 Fredonia          ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    189,    2, . Mike McWherter - D                        ,     86,    3, . Bayron Binkley - I                     ,      0,    4, . Brandon Dodds - I              ,      2,    5, . Samuel David Duck - I      ,      0,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
SEQUATCHIE,              0004, 2 Fredonia          ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      1,   12, . Linda Kay Perry - I                       ,      1,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      3,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
SEQUATCHIE,              0004, 2 Fredonia          ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    236,    2, . No                                        ,     18,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SEQUATCHIE,              0004, 2 Fredonia          ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,    160,    2, . Lincoln Davis - D                         ,    101,    3, . Paul H. Curtis - I                     ,      5,    4, . James Gray - I                 ,      1,    5, . Richard S. Johnson - I     ,      1,    6, . Gerald York - I              ,      1,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SEQUATCHIE,              0004, 2 Fredonia          ,          5, TH      ,       37,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Bill W. Harmon - D           ,    193,     ,                                             ,      0,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
SEQUATCHIE,              0005, 3 Electric Co-op    ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    281,    2, . Mike McWherter - D                        ,    143,    3, . Bayron Binkley - I                     ,      1,    4, . Brandon Dodds - I              ,      0,    5, . Samuel David Duck - I      ,      0,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      1,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
