COUNTY    , Prct Seq, PRECINCT            , Office Seq, OfficeID, District, Candidate Group, OFFICENAME                                 , ELECTDATE         , ELECTTYPE       , COL1, BNAME1                        , TALLY1, COL2, BNAME2                          , TALLY2, COL3, BNAME3                     , TALLY3, COL4, BNAME4                               , TALLY4, COL5, BNAME5                    , TALLY5, COL6, BNAME6                     , TALLY6, COL7, BNAME7                   , TALLY7, COL8, BNAME8           , TALLY8, COL9, BNAME9                , TALLY9, COL10, BNAME10, TALLY10
LOUDON    ,     0012, Philadelphia        ,          3, USH     ,        2,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, Bob Scott - (D)               ,    148,    2, "John J. Duncan, Jr. - (R)"     ,    697,    3, Write-In - Bob Chapman     ,      0,    4, Write-In - Christopher Gouge         ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
LOUDON    ,     0012, Philadelphia        ,          5, TH      ,       21,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, Jimmy Matlock - (R)           ,    744,     ,                                 ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
LOUDON    ,     0013, Tellico Village     ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    377,    2, John McCain - (R)               ,    943,    3, Chuck Baldwin - (I)        ,      5,    4, Bob Barr - (I)                       ,      1,    5, Charles Jay - (I)         ,      1,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),      6,     ,                       ,      0,      ,        ,       0
LOUDON    ,     0013, Tellico Village     ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    200,    2, Lamar Alexander - (R)           ,   1051,    3, Edward L. Buck - (I)       ,     13,    4, Christopher G. Fenner - (I)          ,      5,    5, David Gatchell - (I)      ,      1,    6, Ed Lawhorn - (I)           ,      6,    7, Daniel Towers Lewis - (I),      1,    8, Chris Lugo - (I) ,      2,    9, Write-In - Casey Gouge,      0,      ,        ,       0
LOUDON    ,     0013, Tellico Village     ,          3, USH     ,        2,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, Bob Scott - (D)               ,    216,    2, "John J. Duncan, Jr. - (R)"     ,   1063,    3, Write-In - Bob Chapman     ,      0,    4, Write-In - Christopher Gouge         ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
LOUDON    ,     0013, Tellico Village     ,          5, TH      ,       21,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, Jimmy Matlock - (R)           ,   1096,     ,                                 ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
LOUDON    ,     0014, Tellico Village East,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    945,    2, John McCain - (R)               ,   2814,    3, Chuck Baldwin - (I)        ,      1,    4, Bob Barr - (I)                       ,     10,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      4,     ,                       ,      0,      ,        ,       0
LOUDON    ,     0014, Tellico Village East,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    536,    2, Lamar Alexander - (R)           ,   3061,    3, Edward L. Buck - (I)       ,     35,    4, Christopher G. Fenner - (I)          ,     19,    5, David Gatchell - (I)      ,      6,    6, Ed Lawhorn - (I)           ,     10,    7, Daniel Towers Lewis - (I),     10,    8, Chris Lugo - (I) ,      2,    9, Write-In - Casey Gouge,      0,      ,        ,       0
LOUDON    ,     0014, Tellico Village East,          3, USH     ,        2,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, Bob Scott - (D)               ,    597,    2, "John J. Duncan, Jr. - (R)"     ,   3033,    3, Write-In - Bob Chapman     ,      0,    4, Write-In - Christopher Gouge         ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
LOUDON    ,     0014, Tellico Village East,          5, TH      ,       21,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, Jimmy Matlock - (R)           ,   3133,     ,                                 ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0001, Cross Roads Center  ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    177,    2, John McCain - (R)               ,    425,    3, Chuck Baldwin - (I)        ,      4,    4, Bob Barr - (I)                       ,      5,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      2,    8, Ralph Nader - (I),      4,     ,                       ,      0,      ,        ,       0
MACON     ,     0001, Cross Roads Center  ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    136,    2, Lamar Alexander - (R)           ,    391,    3, Edward L. Buck - (I)       ,     25,    4, Christopher G. Fenner - (I)          ,      5,    5, David Gatchell - (I)      ,      2,    6, Ed Lawhorn - (I)           ,      2,    7, Daniel Towers Lewis - (I),      5,    8, Chris Lugo - (I) ,      3,    9, Write-In - Casey Gouge,      0,      ,        ,       0
MACON     ,     0001, Cross Roads Center  ,          3, USH     ,        6,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, Bart Gordon - (D)             ,    390,    2, Chris Baker - (I)               ,    121,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0001, Cross Roads Center  ,          5, TH      ,       40,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, Cleveland Derrick Bain - (D)  ,    165,    2, Terri Lynn Weaver - (R)         ,    359,    3, Ray Amalfitano - (I)       ,     34,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0002, Westside School     ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    188,    2, John McCain - (R)               ,    353,    3, Chuck Baldwin - (I)        ,      8,    4, Bob Barr - (I)                       ,      4,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      6,     ,                       ,      0,      ,        ,       0
MACON     ,     0002, Westside School     ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    127,    2, Lamar Alexander - (R)           ,    332,    3, Edward L. Buck - (I)       ,     17,    4, Christopher G. Fenner - (I)          ,      1,    5, David Gatchell - (I)      ,      7,    6, Ed Lawhorn - (I)           ,      5,    7, Daniel Towers Lewis - (I),      2,    8, Chris Lugo - (I) ,      1,    9, Write-In - Casey Gouge,      0,      ,        ,       0
MACON     ,     0002, Westside School     ,          3, USH     ,        6,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, Bart Gordon - (D)             ,    385,    2, Chris Baker - (I)               ,    105,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0002, Westside School     ,          5, TH      ,       40,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, Cleveland Derrick Bain - (D)  ,    209,    2, Terri Lynn Weaver - (R)         ,    259,    3, Ray Amalfitano - (I)       ,     33,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0003, Sally Wells Bldg.   ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    338,    2, John McCain - (R)               ,    834,    3, Chuck Baldwin - (I)        ,     15,    4, Bob Barr - (I)                       ,      6,    5, Charles Jay - (I)         ,      1,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      2,    8, Ralph Nader - (I),      2,     ,                       ,      0,      ,        ,       0
MACON     ,     0003, Sally Wells Bldg.   ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    236,    2, Lamar Alexander - (R)           ,    784,    3, Edward L. Buck - (I)       ,     41,    4, Christopher G. Fenner - (I)          ,      3,    5, David Gatchell - (I)      ,      6,    6, Ed Lawhorn - (I)           ,      2,    7, Daniel Towers Lewis - (I),      9,    8, Chris Lugo - (I) ,      5,    9, Write-In - Casey Gouge,      0,      ,        ,       0
MACON     ,     0003, Sally Wells Bldg.   ,          3, USH     ,        6,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, Bart Gordon - (D)             ,    826,    2, Chris Baker - (I)               ,    205,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0003, Sally Wells Bldg.   ,          5, TH      ,       40,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, Cleveland Derrick Bain - (D)  ,    340,    2, Terri Lynn Weaver - (R)         ,    671,    3, Ray Amalfitano - (I)       ,     99,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0004, Central Elem School ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    241,    2, John McCain - (R)               ,    666,    3, Chuck Baldwin - (I)        ,      6,    4, Bob Barr - (I)                       ,      2,    5, Charles Jay - (I)         ,      1,    6, Cynthia McKinney - (I)     ,      2,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),      6,     ,                       ,      0,      ,        ,       0
MACON     ,     0004, Central Elem School ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    152,    2, Lamar Alexander - (R)           ,    615,    3, Edward L. Buck - (I)       ,     30,    4, Christopher G. Fenner - (I)          ,      9,    5, David Gatchell - (I)      ,      3,    6, Ed Lawhorn - (I)           ,      5,    7, Daniel Towers Lewis - (I),      2,    8, Chris Lugo - (I) ,      1,    9, Write-In - Casey Gouge,      0,      ,        ,       0
MACON     ,     0004, Central Elem School ,          3, USH     ,        6,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, Bart Gordon - (D)             ,    599,    2, Chris Baker - (I)               ,    159,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0004, Central Elem School ,          5, TH      ,       40,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, Cleveland Derrick Bain - (D)  ,    273,    2, Terri Lynn Weaver - (R)         ,    520,    3, Ray Amalfitano - (I)       ,     66,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0005, Galen School Museum ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,     79,    2, John McCain - (R)               ,    320,    3, Chuck Baldwin - (I)        ,      3,    4, Bob Barr - (I)                       ,      1,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      2,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      6,     ,                       ,      0,      ,        ,       0
MACON     ,     0005, Galen School Museum ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,     61,    2, Lamar Alexander - (R)           ,    265,    3, Edward L. Buck - (I)       ,     14,    4, Christopher G. Fenner - (I)          ,      2,    5, David Gatchell - (I)      ,      1,    6, Ed Lawhorn - (I)           ,      3,    7, Daniel Towers Lewis - (I),      3,    8, Chris Lugo - (I) ,      0,    9, Write-In - Casey Gouge,      0,      ,        ,       0
MACON     ,     0005, Galen School Museum ,          3, USH     ,        6,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, Bart Gordon - (D)             ,    259,    2, Chris Baker - (I)               ,     60,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0005, Galen School Museum ,          5, TH      ,       40,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, Cleveland Derrick Bain - (D)  ,    100,    2, Terri Lynn Weaver - (R)         ,    258,    3, Ray Amalfitano - (I)       ,     24,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0006, Lafayette Elem Sch  ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    329,    2, John McCain - (R)               ,    726,    3, Chuck Baldwin - (I)        ,      7,    4, Bob Barr - (I)                       ,      0,    5, Charles Jay - (I)         ,      2,    6, Cynthia McKinney - (I)     ,      2,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),      7,     ,                       ,      0,      ,        ,       0
MACON     ,     0006, Lafayette Elem Sch  ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    189,    2, Lamar Alexander - (R)           ,    668,    3, Edward L. Buck - (I)       ,     26,    4, Christopher G. Fenner - (I)          ,      5,    5, David Gatchell - (I)      ,      4,    6, Ed Lawhorn - (I)           ,      5,    7, Daniel Towers Lewis - (I),      2,    8, Chris Lugo - (I) ,      5,    9, Write-In - Casey Gouge,      0,      ,        ,       0
MACON     ,     0006, Lafayette Elem Sch  ,          3, USH     ,        6,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, Bart Gordon - (D)             ,    742,    2, Chris Baker - (I)               ,    132,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0006, Lafayette Elem Sch  ,          5, TH      ,       40,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, Cleveland Derrick Bain - (D)  ,    331,    2, Terri Lynn Weaver - (R)         ,    544,    3, Ray Amalfitano - (I)       ,     93,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0007, Macon Co. Jr. High  ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    178,    2, John McCain - (R)               ,    590,    3, Chuck Baldwin - (I)        ,      3,    4, Bob Barr - (I)                       ,      3,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      3,     ,                       ,      0,      ,        ,       0
MACON     ,     0007, Macon Co. Jr. High  ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    124,    2, Lamar Alexander - (R)           ,    482,    3, Edward L. Buck - (I)       ,     33,    4, Christopher G. Fenner - (I)          ,      4,    5, David Gatchell - (I)      ,      4,    6, Ed Lawhorn - (I)           ,      9,    7, Daniel Towers Lewis - (I),      4,    8, Chris Lugo - (I) ,      4,    9, Write-In - Casey Gouge,      0,      ,        ,       0
MACON     ,     0007, Macon Co. Jr. High  ,          3, USH     ,        6,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, Bart Gordon - (D)             ,    474,    2, Chris Baker - (I)               ,    134,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0007, Macon Co. Jr. High  ,          5, TH      ,       40,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, Cleveland Derrick Bain - (D)  ,    203,    2, Terri Lynn Weaver - (R)         ,    445,    3, Ray Amalfitano - (I)       ,     54,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0008, RBS High School     ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    274,    2, John McCain - (R)               ,    593,    3, Chuck Baldwin - (I)        ,      7,    4, Bob Barr - (I)                       ,      2,    5, Charles Jay - (I)         ,      1,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      8,     ,                       ,      0,      ,        ,       0
MACON     ,     0008, RBS High School     ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    183,    2, Lamar Alexander - (R)           ,    551,    3, Edward L. Buck - (I)       ,     28,    4, Christopher G. Fenner - (I)          ,      5,    5, David Gatchell - (I)      ,      3,    6, Ed Lawhorn - (I)           ,      5,    7, Daniel Towers Lewis - (I),      5,    8, Chris Lugo - (I) ,      4,    9, Write-In - Casey Gouge,      0,      ,        ,       0
MACON     ,     0008, RBS High School     ,          3, USH     ,        6,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, Bart Gordon - (D)             ,    578,    2, Chris Baker - (I)               ,    170,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0008, RBS High School     ,          5, TH      ,       40,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, Cleveland Derrick Bain - (D)  ,    244,    2, Terri Lynn Weaver - (R)         ,    526,    3, Ray Amalfitano - (I)       ,     39,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0009, Willette Head St Ctr,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    129,    2, John McCain - (R)               ,    288,    3, Chuck Baldwin - (I)        ,      4,    4, Bob Barr - (I)                       ,      4,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0009, Willette Head St Ctr,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,     79,    2, Lamar Alexander - (R)           ,    264,    3, Edward L. Buck - (I)       ,     16,    4, Christopher G. Fenner - (I)          ,      2,    5, David Gatchell - (I)      ,      4,    6, Ed Lawhorn - (I)           ,      1,    7, Daniel Towers Lewis - (I),      2,    8, Chris Lugo - (I) ,      2,    9, Write-In - Casey Gouge,      0,      ,        ,       0
MACON     ,     0009, Willette Head St Ctr,          3, USH     ,        6,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, Bart Gordon - (D)             ,    271,    2, Chris Baker - (I)               ,     77,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0009, Willette Head St Ctr,          5, TH      ,       40,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, Cleveland Derrick Bain - (D)  ,    106,    2, Terri Lynn Weaver - (R)         ,    250,    3, Ray Amalfitano - (I)       ,     26,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0010, RnR Car Lot         ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,     81,    2, John McCain - (R)               ,    244,    3, Chuck Baldwin - (I)        ,      1,    4, Bob Barr - (I)                       ,      1,    5, Charles Jay - (I)         ,      1,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      2,     ,                       ,      0,      ,        ,       0
MACON     ,     0010, RnR Car Lot         ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,     60,    2, Lamar Alexander - (R)           ,    213,    3, Edward L. Buck - (I)       ,      8,    4, Christopher G. Fenner - (I)          ,      3,    5, David Gatchell - (I)      ,      0,    6, Ed Lawhorn - (I)           ,      0,    7, Daniel Towers Lewis - (I),      2,    8, Chris Lugo - (I) ,      1,    9, Write-In - Casey Gouge,      0,      ,        ,       0
MACON     ,     0010, RnR Car Lot         ,          3, USH     ,        6,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, Bart Gordon - (D)             ,    209,    2, Chris Baker - (I)               ,     52,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0010, RnR Car Lot         ,          5, TH      ,       40,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, Cleveland Derrick Bain - (D)  ,     83,    2, Terri Lynn Weaver - (R)         ,    185,    3, Ray Amalfitano - (I)       ,     30,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0011, Absentee            ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,     46,    2, John McCain - (R)               ,    106,    3, Chuck Baldwin - (I)        ,      1,    4, Bob Barr - (I)                       ,      1,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      1,     ,                       ,      0,      ,        ,       0
MACON     ,     0011, Absentee            ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,     35,    2, Lamar Alexander - (R)           ,    100,    3, Edward L. Buck - (I)       ,      0,    4, Christopher G. Fenner - (I)          ,      0,    5, David Gatchell - (I)      ,      1,    6, Ed Lawhorn - (I)           ,      0,    7, Daniel Towers Lewis - (I),      1,    8, Chris Lugo - (I) ,      0,    9, Write-In - Casey Gouge,      0,      ,        ,       0
MACON     ,     0011, Absentee            ,          3, USH     ,        6,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, Bart Gordon - (D)             ,     93,    2, Chris Baker - (I)               ,     29,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MACON     ,     0011, Absentee            ,          5, TH      ,       40,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, Cleveland Derrick Bain - (D)  ,     41,    2, Terri Lynn Weaver - (R)         ,     81,    3, Ray Amalfitano - (I)       ,     10,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MADISON   ,     0001, 1-1 Carl Perkins CC ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    387,    2, John McCain - (R)               ,     93,    3, Chuck Baldwin - (I)        ,      1,    4, Bob Barr - (I)                       ,      2,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),      1,     ,                       ,      0,      ,        ,       0
MADISON   ,     0001, 1-1 Carl Perkins CC ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    284,    2, Lamar Alexander - (R)           ,    122,    3, Edward L. Buck - (I)       ,      6,    4, Christopher G. Fenner - (I)          ,      2,    5, David Gatchell - (I)      ,      2,    6, Ed Lawhorn - (I)           ,      4,    7, Daniel Towers Lewis - (I),      4,    8, Chris Lugo - (I) ,      3,    9, Write-In - Casey Gouge,      0,      ,        ,       0
MADISON   ,     0001, 1-1 Carl Perkins CC ,          3, USH     ,        8,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, John Tanner - (D)             ,    396,    2, Write-In - James Hart           ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MADISON   ,     0001, 1-1 Carl Perkins CC ,          5, TH      ,       73,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, Jimmy A. Eldridge - (R)       ,     47,     ,                                 ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MADISON   ,     0001, 1-1 Carl Perkins CC ,          5, TH      ,       80,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, Johnny W Shaw - (D)           ,    340,     ,                                 ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MADISON   ,     0002, 1-2 WD Headstart Sc ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,   1386,    2, John McCain - (R)               ,     48,    3, Chuck Baldwin - (I)        ,      2,    4, Bob Barr - (I)                       ,      2,    5, Charles Jay - (I)         ,      1,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      3,     ,                       ,      0,      ,        ,       0
MADISON   ,     0002, 1-2 WD Headstart Sc ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    975,    2, Lamar Alexander - (R)           ,    177,    3, Edward L. Buck - (I)       ,      9,    4, Christopher G. Fenner - (I)          ,     13,    5, David Gatchell - (I)      ,      3,    6, Ed Lawhorn - (I)           ,      3,    7, Daniel Towers Lewis - (I),      6,    8, Chris Lugo - (I) ,      2,    9, Write-In - Casey Gouge,      0,      ,        ,       0
MADISON   ,     0002, 1-2 WD Headstart Sc ,          3, USH     ,        8,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, John Tanner - (D)             ,   1166,    2, Write-In - James Hart           ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MADISON   ,     0002, 1-2 WD Headstart Sc ,          5, TH      ,       73,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, Jimmy A. Eldridge - (R)       ,      8,     ,                                 ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
MADISON   ,     0002, 1-2 WD Headstart Sc ,          5, TH      ,       80,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, Johnny W Shaw - (D)           ,   1233,     ,                                 ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
