COUNTY, PRECINCT, Precinct Seq        , Office Seq, OfficeID, District, Candidate Group                            , OFFICENAME     , ELECTDATE, ELECTTYPE       , Col1, BName1                                    , Tally1, Col2, BName2                                     , Tally2, Col3, BName3                        , Tally3, Col4, BName4                         , Tally4, Col5, BName5                                       , Tally5, Col6, BName6                           , Tally6, Col7, BName7                       , Tally7, Col8, BName8                            , Tally8, Col9, BName9                      , Tally9, Col10, BName10                      , Tally10
  0007,        2, Griffins Chapel     , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0007,        3, Griffins Chapel     , USH       ,        7,        1, U.S. House of Representatives District     , " ""November 6", " 2012""", General Election,    1, . Marsha Blackburn - (R)                  ,    262,    2, . Credo Amouzouvik - (D)                   ,    141,    3, . Howard Switzer - (G)        ,      5,    4, . Wm Ryan Akin - (I)           ,      6,    5, . Jack Arnold - (I)                          ,     10,    6, . Leonard D. (Lenny) Ladner - (I),      5,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0007,        4, Griffins Chapel     , TNS       ,       22,        1, Tennessee Senate District                  , " ""November 6", " 2012""", General Election,    1, . Mark E. Green - (R)                     ,    220,    2, . Tim Barnes - (D)                         ,    227,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0007,        5, Griffins Chapel     , TNH       ,       74,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Lauri Day - (R)                         ,    197,    2, . John C. Tidwell - (D)                    ,    253,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0001,        1, 1-1 Jera            , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    118,    2, . Barack Obama - (D)                       ,    114,    3, . Virgil Goode - (C)          ,      0,    4, . Jill Stein - (G)             ,      4,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      1,    6, . Gary Johnson - (I)             ,      4,    7, . Merlin Miller - (I)        ,      2,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0001,        2, 1-1 Jera            , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,    121,    2, . Mark E. Clayton - (D)                    ,     90,    3, . Kermit Steck - (C)          ,      1,    4, . Martin Pleasant - (G)        ,      2,    5, . Shaun E. Crowell - (I)                     ,      4,    6, . David Gatchell - (I)           ,      0,    7, . James Higdon - (I)         ,      6,    8, . Michel Joseph Long - (I)        ,      5,    9, . Troy Stephen Scoggin - (I),      4,    10, . Write-In - Fred R. Anderson,       0
  0001,        2, 1-1 Jera            , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      0,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0001,        2, 1-1 Jera            , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0001,        3, 1-1 Jera            , USH       ,        7,        1, U.S. House of Representatives District     , " ""November 6", " 2012""", General Election,    1, . Marsha Blackburn - (R)                  ,    113,    2, . Credo Amouzouvik - (D)                   ,     81,    3, . Howard Switzer - (G)        ,      6,    4, . Wm Ryan Akin - (I)           ,      4,    5, . Jack Arnold - (I)                          ,     15,    6, . Leonard D. (Lenny) Ladner - (I),      5,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0001,        5, 1-1 Jera            , TNH       ,       74,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Lauri Day - (R)                         ,     66,    2, . John C. Tidwell - (D)                    ,    173,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0002,        1, 1-2 FWOC            , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    470,    2, . Barack Obama - (D)                       ,    310,    3, . Virgil Goode - (C)          ,      2,    4, . Jill Stein - (G)             ,      2,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      1,    6, . Gary Johnson - (I)             ,      1,    7, . Merlin Miller - (I)        ,      1,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0002,        2, 1-2 FWOC            , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,    448,    2, . Mark E. Clayton - (D)                    ,    240,    3, . Kermit Steck - (C)          ,      7,    4, . Martin Pleasant - (G)        ,      5,    5, . Shaun E. Crowell - (I)                     ,     36,    6, . David Gatchell - (I)           ,      3,    7, . James Higdon - (I)         ,      2,    8, . Michel Joseph Long - (I)        ,      2,    9, . Troy Stephen Scoggin - (I),      3,    10, . Write-In - Fred R. Anderson,       0
  0002,        2, 1-2 FWOC            , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      0,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0002,        2, 1-2 FWOC            , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0002,        3, 1-2 FWOC            , USH       ,        7,        1, U.S. House of Representatives District     , " ""November 6", " 2012""", General Election,    1, . Marsha Blackburn - (R)                  ,    453,    2, . Credo Amouzouvik - (D)                   ,    217,    3, . Howard Switzer - (G)        ,     11,    4, . Wm Ryan Akin - (I)           ,     17,    5, . Jack Arnold - (I)                          ,     28,    6, . Leonard D. (Lenny) Ladner - (I),      3,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0002,        5, 1-2 FWOC            , TNH       ,       74,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Lauri Day - (R)                         ,    334,    2, . John C. Tidwell - (D)                    ,    429,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0003,        1, 2-3 WFCN            , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    560,    2, . Barack Obama - (D)                       ,    473,    3, . Virgil Goode - (C)          ,      2,    4, . Jill Stein - (G)             ,      5,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      4,    6, . Gary Johnson - (I)             ,     14,    7, . Merlin Miller - (I)        ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0003,        2, 2-3 WFCN            , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,    579,    2, . Mark E. Clayton - (D)                    ,    354,    3, . Kermit Steck - (C)          ,      5,    4, . Martin Pleasant - (G)        ,      8,    5, . Shaun E. Crowell - (I)                     ,     25,    6, . David Gatchell - (I)           ,      8,    7, . James Higdon - (I)         ,      5,    8, . Michel Joseph Long - (I)        ,      2,    9, . Troy Stephen Scoggin - (I),      3,    10, . Write-In - Fred R. Anderson,       0
  0003,        2, 2-3 WFCN            , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      0,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0003,        2, 2-3 WFCN            , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0003,        3, 2-3 WFCN            , USH       ,        7,        1, U.S. House of Representatives District     , " ""November 6", " 2012""", General Election,    1, . Marsha Blackburn - (R)                  ,    561,    2, . Credo Amouzouvik - (D)                   ,    341,    3, . Howard Switzer - (G)        ,     17,    4, . Wm Ryan Akin - (I)           ,     14,    5, . Jack Arnold - (I)                          ,     28,    6, . Leonard D. (Lenny) Ladner - (I),      5,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0003,        5, 2-3 WFCN            , TNH       ,       74,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Lauri Day - (R)                         ,    419,    2, . John C. Tidwell - (D)                    ,    617,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0004,        1, 3-4 MLEC            , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    384,    2, . Barack Obama - (D)                       ,    449,    3, . Virgil Goode - (C)          ,      1,    4, . Jill Stein - (G)             ,      6,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      4,    6, . Gary Johnson - (I)             ,      5,    7, . Merlin Miller - (I)        ,      2,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0004,        2, 3-4 MLEC            , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,    398,    2, . Mark E. Clayton - (D)                    ,    341,    3, . Kermit Steck - (C)          ,      8,    4, . Martin Pleasant - (G)        ,      9,    5, . Shaun E. Crowell - (I)                     ,     19,    6, . David Gatchell - (I)           ,      3,    7, . James Higdon - (I)         ,      8,    8, . Michel Joseph Long - (I)        ,      4,    9, . Troy Stephen Scoggin - (I),      2,    10, . Write-In - Fred R. Anderson,       0
  0004,        2, 3-4 MLEC            , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      0,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0004,        2, 3-4 MLEC            , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0004,        3, 3-4 MLEC            , USH       ,        7,        1, U.S. House of Representatives District     , " ""November 6", " 2012""", General Election,    1, . Marsha Blackburn - (R)                  ,    395,    2, . Credo Amouzouvik - (D)                   ,    286,    3, . Howard Switzer - (G)        ,     13,    4, . Wm Ryan Akin - (I)           ,     18,    5, . Jack Arnold - (I)                          ,     27,    6, . Leonard D. (Lenny) Ladner - (I),      6,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0004,        5, 3-4 MLEC            , TNH       ,       74,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Lauri Day - (R)                         ,    296,    2, . John C. Tidwell - (D)                    ,    539,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0005,        1, 4-5 FUMC            , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    606,    2, . Barack Obama - (D)                       ,    457,    3, . Virgil Goode - (C)          ,      3,    4, . Jill Stein - (G)             ,      0,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      0,    6, . Gary Johnson - (I)             ,     14,    7, . Merlin Miller - (I)        ,      4,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0005,        2, 4-5 FUMC            , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,    568,    2, . Mark E. Clayton - (D)                    ,    390,    3, . Kermit Steck - (C)          ,     12,    4, . Martin Pleasant - (G)        ,      5,    5, . Shaun E. Crowell - (I)                     ,     26,    6, . David Gatchell - (I)           ,      5,    7, . James Higdon - (I)         ,      8,    8, . Michel Joseph Long - (I)        ,      6,    9, . Troy Stephen Scoggin - (I),      5,    10, . Write-In - Fred R. Anderson,       0
  0005,        2, 4-5 FUMC            , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      0,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0005,        2, 4-5 FUMC            , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0005,        3, 4-5 FUMC            , USH       ,        7,        1, U.S. House of Representatives District     , " ""November 6", " 2012""", General Election,    1, . Marsha Blackburn - (R)                  ,    572,    2, . Credo Amouzouvik - (D)                   ,    348,    3, . Howard Switzer - (G)        ,      8,    4, . Wm Ryan Akin - (I)           ,     20,    5, . Jack Arnold - (I)                          ,     42,    6, . Leonard D. (Lenny) Ladner - (I),      7,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0005,        5, 4-5 FUMC            , TNH       ,       74,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Lauri Day - (R)                         ,    351,    2, . John C. Tidwell - (D)                    ,    718,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0006,        1, 5-6 Wildwood        , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    515,    2, . Barack Obama - (D)                       ,    368,    3, . Virgil Goode - (C)          ,      3,    4, . Jill Stein - (G)             ,      3,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      1,    6, . Gary Johnson - (I)             ,      5,    7, . Merlin Miller - (I)        ,      2,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0006,        2, 5-6 Wildwood        , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,    498,    2, . Mark E. Clayton - (D)                    ,    304,    3, . Kermit Steck - (C)          ,      3,    4, . Martin Pleasant - (G)        ,     10,    5, . Shaun E. Crowell - (I)                     ,     19,    6, . David Gatchell - (I)           ,      1,    7, . James Higdon - (I)         ,      2,    8, . Michel Joseph Long - (I)        ,      7,    9, . Troy Stephen Scoggin - (I),      3,    10, . Write-In - Fred R. Anderson,       0
  0006,        2, 5-6 Wildwood        , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      0,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0006,        2, 5-6 Wildwood        , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0006,        3, 5-6 Wildwood        , USH       ,        7,        1, U.S. House of Representatives District     , " ""November 6", " 2012""", General Election,    1, . Marsha Blackburn - (R)                  ,    497,    2, . Credo Amouzouvik - (D)                   ,    256,    3, . Howard Switzer - (G)        ,     15,    4, . Wm Ryan Akin - (I)           ,     15,    5, . Jack Arnold - (I)                          ,     26,    6, . Leonard D. (Lenny) Ladner - (I),      6,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0006,        5, 5-6 Wildwood        , TNH       ,       74,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Lauri Day - (R)                         ,    354,    2, . John C. Tidwell - (D)                    ,    511,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0007,        1, 6-7 South McEwen    , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    530,    2, . Barack Obama - (D)                       ,    382,    3, . Virgil Goode - (C)          ,      2,    4, . Jill Stein - (G)             ,      2,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      0,    6, . Gary Johnson - (I)             ,      6,    7, . Merlin Miller - (I)        ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0007,        2, 6-7 South McEwen    , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,    543,    2, . Mark E. Clayton - (D)                    ,    286,    3, . Kermit Steck - (C)          ,      5,    4, . Martin Pleasant - (G)        ,     17,    5, . Shaun E. Crowell - (I)                     ,     19,    6, . David Gatchell - (I)           ,      2,    7, . James Higdon - (I)         ,      2,    8, . Michel Joseph Long - (I)        ,      6,    9, . Troy Stephen Scoggin - (I),      5,    10, . Write-In - Fred R. Anderson,       0
  0007,        2, 6-7 South McEwen    , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      0,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0007,        2, 6-7 South McEwen    , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0007,        3, 6-7 South McEwen    , USH       ,        7,        1, U.S. House of Representatives District     , " ""November 6", " 2012""", General Election,    1, . Marsha Blackburn - (R)                  ,    544,    2, . Credo Amouzouvik - (D)                   ,    241,    3, . Howard Switzer - (G)        ,     17,    4, . Wm Ryan Akin - (I)           ,     14,    5, . Jack Arnold - (I)                          ,     31,    6, . Leonard D. (Lenny) Ladner - (I),      6,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0007,        5, 6-7 South McEwen    , TNH       ,       74,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Lauri Day - (R)                         ,    434,    2, . John C. Tidwell - (D)                    ,    473,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0008,        1, 7-8 North McEwen    , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    650,    2, . Barack Obama - (D)                       ,    352,    3, . Virgil Goode - (C)          ,      6,    4, . Jill Stein - (G)             ,      5,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      0,    6, . Gary Johnson - (I)             ,      7,    7, . Merlin Miller - (I)        ,      1,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0008,        2, 7-8 North McEwen    , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,    631,    2, . Mark E. Clayton - (D)                    ,    295,    3, . Kermit Steck - (C)          ,     12,    4, . Martin Pleasant - (G)        ,      6,    5, . Shaun E. Crowell - (I)                     ,     17,    6, . David Gatchell - (I)           ,      2,    7, . James Higdon - (I)         ,      4,    8, . Michel Joseph Long - (I)        ,      4,    9, . Troy Stephen Scoggin - (I),      5,    10, . Write-In - Fred R. Anderson,       0
  0008,        2, 7-8 North McEwen    , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      0,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0008,        2, 7-8 North McEwen    , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0008,        3, 7-8 North McEwen    , USH       ,        7,        1, U.S. House of Representatives District     , " ""November 6", " 2012""", General Election,    1, . Marsha Blackburn - (R)                  ,    627,    2, . Credo Amouzouvik - (D)                   ,    258,    3, . Howard Switzer - (G)        ,     13,    4, . Wm Ryan Akin - (I)           ,      8,    5, . Jack Arnold - (I)                          ,     29,    6, . Leonard D. (Lenny) Ladner - (I),     10,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0008,        5, 7-8 North McEwen    , TNH       ,       74,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Lauri Day - (R)                         ,    502,    2, . John C. Tidwell - (D)                    ,    496,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0001,        1, 1-1                 , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    180,    2, . Barack Obama - (D)                       ,    176,    3, . Virgil Goode - (C)          ,      3,    4, . Jill Stein - (G)             ,      1,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      0,    6, . Gary Johnson - (I)             ,      3,    7, . Merlin Miller - (I)        ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0001,        2, 1-1                 , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,    186,    2, . Mark E. Clayton - (D)                    ,    107,    3, . Kermit Steck - (C)          ,      1,    4, . Martin Pleasant - (G)        ,      5,    5, . Shaun E. Crowell - (I)                     ,      3,    6, . David Gatchell - (I)           ,      1,    7, . James Higdon - (I)         ,      2,    8, . Michel Joseph Long - (I)        ,      2,    9, . Troy Stephen Scoggin - (I),      4,    10, . Write-In - Fred R. Anderson,       0
  0001,        2, 1-1                 , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      0,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0001,        2, 1-1                 , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0001,        3, 1-1                 , USH       ,        6,        1, U.S. House of Representatives District     , " ""November 6", " 2012""", General Election,    1, . Diane Black - (R)                       ,    189,    2, . Pat Riley - (G)                          ,     36,    3, . Scott Beasley - (I)         ,     47,    4, . Write-In - Mary Amanda Keifer,      0,    5, . Write-In - Rachel Robinson                 ,      0,    6, . Write-In - Michael H. Thompson ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0001,        5, 1-1                 , TNH       ,       41,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Bobby Stewart - (R)                     ,    127,    2, . John Mark Windle - (D)                   ,    196,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0002,        1, 1-2                 , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    106,    2, . Barack Obama - (D)                       ,    174,    3, . Virgil Goode - (C)          ,      3,    4, . Jill Stein - (G)             ,      0,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      0,    6, . Gary Johnson - (I)             ,      1,    7, . Merlin Miller - (I)        ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
