COUNTY    , PRECINCT                 , PRCTSEQ, BALSEQID, JURISID, SECJURISID, CANDGROUP, OFFICENAME                                       , ELECTDATE , ELECTTYPE    , COL1HDG, RNAME1                           , PARTY1     , PVTALLY1, COL2HDG, RNAME2                                     , PARTY2     , PVTALLY2, COL3HDG, RNAME3                   , PARTY3     , PVTALLY3, COL4HDG, RNAME4                         , PARTY4     , PVTALLY4, COL5HDG, RNAME5             , PARTY5     , PVTALLY5, COL6HDG, RNAME6           , PARTY6     , PVTALLY6, COL7HDG, RNAME7            , PARTY7     , PVTALLY7, COL8HDG, RNAME8                    , PARTY8     , PVTALLY8, COL9HDG, RNAME9                   , PARTY9     , PVTALLY9, COL10HDG, RNAME10                , PARTY10    , PVTALLY10
Anderson  , Briceville               ,    0002,     0007,       0, 0         ,         0, United States Senate                             , 2018-11-06, State General,       1, Marsha Blackburn                 , Republican ,      176,       2, Phil Bredesen                              , Democratic ,       68,       3, Trudy A. Austin          , Independent,        0,       4, John Carico                    , Independent,        0,       5, Dean Hill          , Independent,        2,       6, Kevin Lee McCants, Independent,        1,       7, Breton Phillips   , Independent,        1,       8, Kris L. Todd              , Independent,        1,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Briceville               ,    0002,     0011,       3, 0         ,         0, United States House of Representatives District 3, 2018-11-06, State General,       1, Chuck Fleischmann                , Republican ,      180,       2, Danielle Mitchell                          , Democratic ,       49,       3, Rick Tyler               , Independent,        6,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Briceville               ,    0002,     0015,      05, 0         ,         0, Tennessee Senate District 5                      , 2018-11-06, State General,       1, Randy McNally                    , Republican ,      191,       2, Stuart Starr                               , Democratic ,       47,        ,                          ,            ,         ,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Briceville               ,    0002,     0017,      33, 0         ,         0, Tennessee House of Representatives District 33   , 2018-11-06, State General,       1, John D. Ragan                    , Republican ,      181,       2, Richard Dawson                             , Democratic ,       57,        ,                          ,            ,         ,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Bull Run                 ,    0003,     0005,       0, 0         ,         1, Governor                                         , 2018-11-06, State General,       1, Bill Lee                         , Republican ,     1177,       2, Karl Dean                                  , Democratic ,      450,       3, Mark CoonRippy Brown     , Independent,        2,       4, Sherry L. Clark                , Independent,        7,       5, Justin Cornett     , Independent,        1,       6, Gabriel Fancher  , Independent,        0,       7, Sean Bruce Fleming, Independent,        0,       8, William Andrew Helmstetter, Independent,        0,       9, Cory King                , Independent,        0,       10, Matthew Koch           , Independent,         0
Anderson  , Bull Run                 ,    0003,     0005,       0, 0         ,         2, Governor                                         , 2018-11-06, State General,      11, Tommy Ray McAnally               , Independent,        1,      12, Jessie D. McDonald                         , Independent,        0,      13, Toney Randall Mitchell   , Independent,        1,      14, Yvonne Neubert                 , Independent,        0,      15, Alfred Shawn Rapoza, Independent,        0,      16, Chad Riden       , Independent,        2,      17, Robert Sawyers Sr., Independent,        0,      18, Heather Scott             , Independent,        2,      19, George Blackwell Smith IV, Independent,        1,       20, Jeremy Allen Stephenson, Independent,         0
Anderson  , Bull Run                 ,    0003,     0005,       0, 0         ,         3, Governor                                         , 2018-11-06, State General,      21, Tracy C. Yaste Tisdale           , Independent,        0,      22, Mike Toews                                 , Independent,        0,      23, Rick Tyler               , Independent,        0,      24, Vinnie Vineyard                , Independent,        3,      25, Jaron D. Weidner   , Independent,        0,      26, Patrick Whitlock , Independent,        0,      27, Joe B. Wilmoth    , Independent,        0,      28, Mark Wright               , Independent,        0,      29, Write-In - Eddie Murphy  ,            ,        0,         ,                        ,            ,          
Anderson  , Bull Run                 ,    0003,     0007,       0, 0         ,         0, United States Senate                             , 2018-11-06, State General,       1, Marsha Blackburn                 , Republican ,     1074,       2, Phil Bredesen                              , Democratic ,      554,       3, Trudy A. Austin          , Independent,       11,       4, John Carico                    , Independent,        2,       5, Dean Hill          , Independent,        4,       6, Kevin Lee McCants, Independent,        3,       7, Breton Phillips   , Independent,        0,       8, Kris L. Todd              , Independent,        3,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Bull Run                 ,    0003,     0011,       3, 0         ,         0, United States House of Representatives District 3, 2018-11-06, State General,       1, Chuck Fleischmann                , Republican ,     1177,       2, Danielle Mitchell                          , Democratic ,      403,       3, Rick Tyler               , Independent,       50,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Bull Run                 ,    0003,     0015,      05, 0         ,         0, Tennessee Senate District 5                      , 2018-11-06, State General,       1, Randy McNally                    , Republican ,     1249,       2, Stuart Starr                               , Democratic ,      373,        ,                          ,            ,         ,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Bull Run                 ,    0003,     0017,      33, 0         ,         0, Tennessee House of Representatives District 33   , 2018-11-06, State General,       1, John D. Ragan                    , Republican ,     1166,       2, Richard Dawson                             , Democratic ,      457,        ,                          ,            ,         ,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Clinton                  ,    0004,     0005,       0, 0         ,         1, Governor                                         , 2018-11-06, State General,       1, Bill Lee                         , Republican ,     1170,       2, Karl Dean                                  , Democratic ,      565,       3, Mark CoonRippy Brown     , Independent,        2,       4, Sherry L. Clark                , Independent,        4,       5, Justin Cornett     , Independent,        2,       6, Gabriel Fancher  , Independent,        0,       7, Sean Bruce Fleming, Independent,        0,       8, William Andrew Helmstetter, Independent,        0,       9, Cory King                , Independent,        0,       10, Matthew Koch           , Independent,         1
Anderson  , Clinton                  ,    0004,     0005,       0, 0         ,         2, Governor                                         , 2018-11-06, State General,      11, Tommy Ray McAnally               , Independent,        0,      12, Jessie D. McDonald                         , Independent,        0,      13, Toney Randall Mitchell   , Independent,        0,      14, Yvonne Neubert                 , Independent,        1,      15, Alfred Shawn Rapoza, Independent,        0,      16, Chad Riden       , Independent,        0,      17, Robert Sawyers Sr., Independent,        0,      18, Heather Scott             , Independent,        1,      19, George Blackwell Smith IV, Independent,        1,       20, Jeremy Allen Stephenson, Independent,         1
Anderson  , Clinton                  ,    0004,     0005,       0, 0         ,         3, Governor                                         , 2018-11-06, State General,      21, Tracy C. Yaste Tisdale           , Independent,        1,      22, Mike Toews                                 , Independent,        1,      23, Rick Tyler               , Independent,        1,      24, Vinnie Vineyard                , Independent,        2,      25, Jaron D. Weidner   , Independent,        0,      26, Patrick Whitlock , Independent,        0,      27, Joe B. Wilmoth    , Independent,        0,      28, Mark Wright               , Independent,        0,      29, Write-In - Eddie Murphy  ,            ,        0,         ,                        ,            ,          
Anderson  , Clinton                  ,    0004,     0007,       0, 0         ,         0, United States Senate                             , 2018-11-06, State General,       1, Marsha Blackburn                 , Republican ,     1032,       2, Phil Bredesen                              , Democratic ,      681,       3, Trudy A. Austin          , Independent,       11,       4, John Carico                    , Independent,        1,       5, Dean Hill          , Independent,        8,       6, Kevin Lee McCants, Independent,        1,       7, Breton Phillips   , Independent,        2,       8, Kris L. Todd              , Independent,        2,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Clinton                  ,    0004,     0011,       3, 0         ,         0, United States House of Representatives District 3, 2018-11-06, State General,       1, Chuck Fleischmann                , Republican ,     1198,       2, Danielle Mitchell                          , Democratic ,      475,       3, Rick Tyler               , Independent,       36,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Clinton                  ,    0004,     0015,      05, 0         ,         0, Tennessee Senate District 5                      , 2018-11-06, State General,       1, Randy McNally                    , Republican ,     1294,       2, Stuart Starr                               , Democratic ,      405,        ,                          ,            ,         ,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Clinton                  ,    0004,     0017,      33, 0         ,         0, Tennessee House of Representatives District 33   , 2018-11-06, State General,       1, John D. Ragan                    , Republican ,     1130,       2, Richard Dawson                             , Democratic ,      580,        ,                          ,            ,         ,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Clinton High             ,    0005,     0005,       0, 0         ,         1, Governor                                         , 2018-11-06, State General,       1, Bill Lee                         , Republican ,      676,       2, Karl Dean                                  , Democratic ,      285,       3, Mark CoonRippy Brown     , Independent,        1,       4, Sherry L. Clark                , Independent,        0,       5, Justin Cornett     , Independent,        1,       6, Gabriel Fancher  , Independent,        0,       7, Sean Bruce Fleming, Independent,        0,       8, William Andrew Helmstetter, Independent,        0,       9, Cory King                , Independent,        0,       10, Matthew Koch           , Independent,         0
Anderson  , Clinton High             ,    0005,     0005,       0, 0         ,         2, Governor                                         , 2018-11-06, State General,      11, Tommy Ray McAnally               , Independent,        0,      12, Jessie D. McDonald                         , Independent,        1,      13, Toney Randall Mitchell   , Independent,        1,      14, Yvonne Neubert                 , Independent,        0,      15, Alfred Shawn Rapoza, Independent,        0,      16, Chad Riden       , Independent,        0,      17, Robert Sawyers Sr., Independent,        0,      18, Heather Scott             , Independent,        0,      19, George Blackwell Smith IV, Independent,        1,       20, Jeremy Allen Stephenson, Independent,         0
Anderson  , Clinton High             ,    0005,     0005,       0, 0         ,         3, Governor                                         , 2018-11-06, State General,      21, Tracy C. Yaste Tisdale           , Independent,        0,      22, Mike Toews                                 , Independent,        1,      23, Rick Tyler               , Independent,        0,      24, Vinnie Vineyard                , Independent,        0,      25, Jaron D. Weidner   , Independent,        0,      26, Patrick Whitlock , Independent,        0,      27, Joe B. Wilmoth    , Independent,        0,      28, Mark Wright               , Independent,        1,      29, Write-In - Eddie Murphy  ,            ,        0,         ,                        ,            ,          
Anderson  , Clinton High             ,    0005,     0007,       0, 0         ,         0, United States Senate                             , 2018-11-06, State General,       1, Marsha Blackburn                 , Republican ,      618,       2, Phil Bredesen                              , Democratic ,      341,       3, Trudy A. Austin          , Independent,        3,       4, John Carico                    , Independent,        1,       5, Dean Hill          , Independent,        4,       6, Kevin Lee McCants, Independent,        1,       7, Breton Phillips   , Independent,        2,       8, Kris L. Todd              , Independent,        1,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Clinton High             ,    0005,     0011,       3, 0         ,         0, United States House of Representatives District 3, 2018-11-06, State General,       1, Chuck Fleischmann                , Republican ,      695,       2, Danielle Mitchell                          , Democratic ,      254,       3, Rick Tyler               , Independent,       15,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Clinton High             ,    0005,     0015,      05, 0         ,         0, Tennessee Senate District 5                      , 2018-11-06, State General,       1, Randy McNally                    , Republican ,      732,       2, Stuart Starr                               , Democratic ,      232,        ,                          ,            ,         ,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Clinton High             ,    0005,     0017,      33, 0         ,         0, Tennessee House of Representatives District 33   , 2018-11-06, State General,       1, John D. Ragan                    , Republican ,      679,       2, Richard Dawson                             , Democratic ,      280,        ,                          ,            ,         ,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Claxton                  ,    0006,     0005,       0, 0         ,         1, Governor                                         , 2018-11-06, State General,       1, Bill Lee                         , Republican ,     1082,       2, Karl Dean                                  , Democratic ,      393,       3, Mark CoonRippy Brown     , Independent,        1,       4, Sherry L. Clark                , Independent,        2,       5, Justin Cornett     , Independent,        0,       6, Gabriel Fancher  , Independent,        1,       7, Sean Bruce Fleming, Independent,        0,       8, William Andrew Helmstetter, Independent,        1,       9, Cory King                , Independent,        0,       10, Matthew Koch           , Independent,         0
Anderson  , Claxton                  ,    0006,     0005,       0, 0         ,         2, Governor                                         , 2018-11-06, State General,      11, Tommy Ray McAnally               , Independent,        1,      12, Jessie D. McDonald                         , Independent,        1,      13, Toney Randall Mitchell   , Independent,        0,      14, Yvonne Neubert                 , Independent,        0,      15, Alfred Shawn Rapoza, Independent,        0,      16, Chad Riden       , Independent,        1,      17, Robert Sawyers Sr., Independent,        0,      18, Heather Scott             , Independent,        0,      19, George Blackwell Smith IV, Independent,        1,       20, Jeremy Allen Stephenson, Independent,         0
Anderson  , Claxton                  ,    0006,     0005,       0, 0         ,         3, Governor                                         , 2018-11-06, State General,      21, Tracy C. Yaste Tisdale           , Independent,        0,      22, Mike Toews                                 , Independent,        0,      23, Rick Tyler               , Independent,        0,      24, Vinnie Vineyard                , Independent,        2,      25, Jaron D. Weidner   , Independent,        0,      26, Patrick Whitlock , Independent,        0,      27, Joe B. Wilmoth    , Independent,        0,      28, Mark Wright               , Independent,        1,      29, Write-In - Eddie Murphy  ,            ,        0,         ,                        ,            ,          
Anderson  , Claxton                  ,    0006,     0007,       0, 0         ,         0, United States Senate                             , 2018-11-06, State General,       1, Marsha Blackburn                 , Republican ,      991,       2, Phil Bredesen                              , Democratic ,      478,       3, Trudy A. Austin          , Independent,        7,       4, John Carico                    , Independent,        2,       5, Dean Hill          , Independent,        7,       6, Kevin Lee McCants, Independent,        0,       7, Breton Phillips   , Independent,        2,       8, Kris L. Todd              , Independent,        3,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Claxton                  ,    0006,     0011,       3, 0         ,         0, United States House of Representatives District 3, 2018-11-06, State General,       1, Chuck Fleischmann                , Republican ,     1084,       2, Danielle Mitchell                          , Democratic ,      363,       3, Rick Tyler               , Independent,       26,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Claxton                  ,    0006,     0015,      05, 0         ,         0, Tennessee Senate District 5                      , 2018-11-06, State General,       1, Randy McNally                    , Republican ,     1124,       2, Stuart Starr                               , Democratic ,      342,        ,                          ,            ,         ,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Claxton                  ,    0006,     0017,      33, 0         ,         0, Tennessee House of Representatives District 33   , 2018-11-06, State General,       1, John D. Ragan                    , Republican ,     1060,       2, Richard Dawson                             , Democratic ,      411,        ,                          ,            ,         ,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Clinton Middle           ,    0007,     0005,       0, 0         ,         1, Governor                                         , 2018-11-06, State General,       1, Bill Lee                         , Republican ,      356,       2, Karl Dean                                  , Democratic ,       91,       3, Mark CoonRippy Brown     , Independent,        0,       4, Sherry L. Clark                , Independent,        1,       5, Justin Cornett     , Independent,        1,       6, Gabriel Fancher  , Independent,        0,       7, Sean Bruce Fleming, Independent,        1,       8, William Andrew Helmstetter, Independent,        0,       9, Cory King                , Independent,        0,       10, Matthew Koch           , Independent,         0
Anderson  , Clinton Middle           ,    0007,     0005,       0, 0         ,         2, Governor                                         , 2018-11-06, State General,      11, Tommy Ray McAnally               , Independent,        0,      12, Jessie D. McDonald                         , Independent,        0,      13, Toney Randall Mitchell   , Independent,        0,      14, Yvonne Neubert                 , Independent,        0,      15, Alfred Shawn Rapoza, Independent,        0,      16, Chad Riden       , Independent,        0,      17, Robert Sawyers Sr., Independent,        1,      18, Heather Scott             , Independent,        0,      19, George Blackwell Smith IV, Independent,        0,       20, Jeremy Allen Stephenson, Independent,         0
Anderson  , Clinton Middle           ,    0007,     0005,       0, 0         ,         3, Governor                                         , 2018-11-06, State General,      21, Tracy C. Yaste Tisdale           , Independent,        0,      22, Mike Toews                                 , Independent,        0,      23, Rick Tyler               , Independent,        0,      24, Vinnie Vineyard                , Independent,        0,      25, Jaron D. Weidner   , Independent,        0,      26, Patrick Whitlock , Independent,        0,      27, Joe B. Wilmoth    , Independent,        0,      28, Mark Wright               , Independent,        0,      29, Write-In - Eddie Murphy  ,            ,        0,         ,                        ,            ,          
Anderson  , Clinton Middle           ,    0007,     0007,       0, 0         ,         0, United States Senate                             , 2018-11-06, State General,       1, Marsha Blackburn                 , Republican ,      336,       2, Phil Bredesen                              , Democratic ,      105,       3, Trudy A. Austin          , Independent,        3,       4, John Carico                    , Independent,        0,       5, Dean Hill          , Independent,        2,       6, Kevin Lee McCants, Independent,        1,       7, Breton Phillips   , Independent,        0,       8, Kris L. Todd              , Independent,        0,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Clinton Middle           ,    0007,     0011,       3, 0         ,         0, United States House of Representatives District 3, 2018-11-06, State General,       1, Chuck Fleischmann                , Republican ,      354,       2, Danielle Mitchell                          , Democratic ,       78,       3, Rick Tyler               , Independent,       11,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Clinton Middle           ,    0007,     0015,      05, 0         ,         0, Tennessee Senate District 5                      , 2018-11-06, State General,       1, Randy McNally                    , Republican ,      372,       2, Stuart Starr                               , Democratic ,       68,        ,                          ,            ,         ,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Clinton Middle           ,    0007,     0017,      33, 0         ,         0, Tennessee House of Representatives District 33   , 2018-11-06, State General,       1, John D. Ragan                    , Republican ,      351,       2, Richard Dawson                             , Democratic ,       93,        ,                          ,            ,         ,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Dutch Valley             ,    0008,     0005,       0, 0         ,         1, Governor                                         , 2018-11-06, State General,       1, Bill Lee                         , Republican ,      219,       2, Karl Dean                                  , Democratic ,       62,       3, Mark CoonRippy Brown     , Independent,        0,       4, Sherry L. Clark                , Independent,        2,       5, Justin Cornett     , Independent,        0,       6, Gabriel Fancher  , Independent,        0,       7, Sean Bruce Fleming, Independent,        0,       8, William Andrew Helmstetter, Independent,        0,       9, Cory King                , Independent,        0,       10, Matthew Koch           , Independent,         0
Anderson  , Dutch Valley             ,    0008,     0005,       0, 0         ,         2, Governor                                         , 2018-11-06, State General,      11, Tommy Ray McAnally               , Independent,        1,      12, Jessie D. McDonald                         , Independent,        0,      13, Toney Randall Mitchell   , Independent,        0,      14, Yvonne Neubert                 , Independent,        0,      15, Alfred Shawn Rapoza, Independent,        0,      16, Chad Riden       , Independent,        0,      17, Robert Sawyers Sr., Independent,        0,      18, Heather Scott             , Independent,        0,      19, George Blackwell Smith IV, Independent,        1,       20, Jeremy Allen Stephenson, Independent,         0
Anderson  , Dutch Valley             ,    0008,     0005,       0, 0         ,         3, Governor                                         , 2018-11-06, State General,      21, Tracy C. Yaste Tisdale           , Independent,        1,      22, Mike Toews                                 , Independent,        0,      23, Rick Tyler               , Independent,        0,      24, Vinnie Vineyard                , Independent,        0,      25, Jaron D. Weidner   , Independent,        0,      26, Patrick Whitlock , Independent,        0,      27, Joe B. Wilmoth    , Independent,        0,      28, Mark Wright               , Independent,        1,      29, Write-In - Eddie Murphy  ,            ,        0,         ,                        ,            ,          
Anderson  , Dutch Valley             ,    0008,     0007,       0, 0         ,         0, United States Senate                             , 2018-11-06, State General,       1, Marsha Blackburn                 , Republican ,      196,       2, Phil Bredesen                              , Democratic ,       86,       3, Trudy A. Austin          , Independent,        0,       4, John Carico                    , Independent,        0,       5, Dean Hill          , Independent,        4,       6, Kevin Lee McCants, Independent,        0,       7, Breton Phillips   , Independent,        0,       8, Kris L. Todd              , Independent,        1,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Dutch Valley             ,    0008,     0011,       3, 0         ,         0, United States House of Representatives District 3, 2018-11-06, State General,       1, Chuck Fleischmann                , Republican ,      223,       2, Danielle Mitchell                          , Democratic ,       55,       3, Rick Tyler               , Independent,        6,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Dutch Valley             ,    0008,     0015,      05, 0         ,         0, Tennessee Senate District 5                      , 2018-11-06, State General,       1, Randy McNally                    , Republican ,      235,       2, Stuart Starr                               , Democratic ,       47,        ,                          ,            ,         ,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
Anderson  , Dutch Valley             ,    0008,     0017,      33, 0         ,         0, Tennessee House of Representatives District 33   , 2018-11-06, State General,       1, John D. Ragan                    , Republican ,      215,       2, Richard Dawson                             , Democratic ,       68,        ,                          ,            ,         ,        ,                                ,            ,         ,        ,                    ,            ,         ,        ,                  ,            ,         ,        ,                   ,            ,         ,        ,                           ,            ,         ,        ,                          ,            ,         ,         ,                        ,            ,          
