COUNTY    , PRECINCT                 , PRCTSEQ, BALSEQID, JURISID, SECJURISID, CANDGROUP, OFFICENAME                                       , ELECTDATE , ELECTTYPE    , CANDIDATE                              , PARTY      , VOTES
Lauderdale, Henning 1                ,    0001,     0017,      82,          0,         0, Tennessee House of Representatives District 82   , 2022-11-08, State General, Chris Hurt                             , Republican ,   226
Johnson   , 1A Laurel                ,    0001,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Bill Lee                               , Republican ,   481
Johnson   , 1A Laurel                ,    0001,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Jason Brantley Martin                  , Democratic ,    69
Johnson   , 1A Laurel                ,    0001,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Constance M. Every                     , Independent,     1
Johnson   , 1A Laurel                ,    0001,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, John Gentry                            , Independent,     4
Johnson   , 1A Laurel                ,    0001,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Basil Marceaux                         , Independent,     0
Johnson   , 1A Laurel                ,    0001,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Charles Van Morgan                     , Independent,     1
Johnson   , 1A Laurel                ,    0001,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Alfred O'Neil                          , Independent,     0
Johnson   , 1A Laurel                ,    0001,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Deborah Rouse                          , Independent,     1
Johnson   , 1A Laurel                ,    0001,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Michael E. Scantland                   , Independent,     0
Johnson   , 1A Laurel                ,    0001,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Rick Tyler                             , Independent,     1
Johnson   , 1A Laurel                ,    0001,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Curtis Carney               ,            ,     0
Johnson   , 1A Laurel                ,    0001,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Stephen C Maxwell           ,            ,     0
Johnson   , 1A Laurel                ,    0001,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Kameron Parker Scott        ,            ,     0
Johnson   , 1A Laurel                ,    0001,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Lemichael D. Wilson         ,            ,     0
Johnson   , 1A Laurel                ,    0001,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General, Yes                                    ,            ,   372
Johnson   , 1A Laurel                ,    0001,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General, No                                     ,            ,   129
Johnson   , 1A Laurel                ,    0001,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General, Yes                                    ,            ,   324
Johnson   , 1A Laurel                ,    0001,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General, No                                     ,            ,   123
Johnson   , 1A Laurel                ,    0001,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General, Yes                                    ,            ,   360
Johnson   , 1A Laurel                ,    0001,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General, No                                     ,            ,   119
Johnson   , 1A Laurel                ,    0001,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General, Yes                                    ,            ,   288
Johnson   , 1A Laurel                ,    0001,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General, No                                     ,            ,   169
Johnson   , 1A Laurel                ,    0001,     0011,       1,          0,         0, United States House of Representatives District 1, 2022-11-08, State General, Diana Lynn Harshbarger                 , Republican ,   465
Johnson   , 1A Laurel                ,    0001,     0011,       1,          0,         0, United States House of Representatives District 1, 2022-11-08, State General, Cameron Parsons                        , Democratic ,    68
Johnson   , 1A Laurel                ,    0001,     0011,       1,          0,         0, United States House of Representatives District 1, 2022-11-08, State General, Richard G. Baker                       , Independent,    10
Johnson   , 1A Laurel                ,    0001,     0011,       1,          0,         0, United States House of Representatives District 1, 2022-11-08, State General, Matt Makrom                            , Independent,     2
Johnson   , 1A Laurel                ,    0001,     0015,      03,          0,         0, Tennessee Senate District 3                      , 2022-11-08, State General, Rusty Crowe                            , Republican ,   469
Johnson   , 1A Laurel                ,    0001,     0015,      03,          0,         0, Tennessee Senate District 3                      , 2022-11-08, State General, Kate Craig                             , Democratic ,    71
Johnson   , 1A Laurel                ,    0001,     0017,      03,          0,         0, Tennessee House of Representatives District 3    , 2022-11-08, State General, Scotty Campbell                        , Republican ,   499
Johnson   , 1A Laurel                ,    0001,     0017,      03,          0,         0, Tennessee House of Representatives District 3    , 2022-11-08, State General, Write-In - Arvil Love                  ,            ,     0
Johnson   , 1B Cold Springs          ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Bill Lee                               , Republican ,   453
Johnson   , 1B Cold Springs          ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Jason Brantley Martin                  , Democratic ,    78
Johnson   , 1B Cold Springs          ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Constance M. Every                     , Independent,     7
Johnson   , 1B Cold Springs          ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, John Gentry                            , Independent,     4
Johnson   , 1B Cold Springs          ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Basil Marceaux                         , Independent,     0
Johnson   , 1B Cold Springs          ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Charles Van Morgan                     , Independent,     0
Johnson   , 1B Cold Springs          ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Alfred O'Neil                          , Independent,     0
Johnson   , 1B Cold Springs          ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Deborah Rouse                          , Independent,     0
Johnson   , 1B Cold Springs          ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Michael E. Scantland                   , Independent,     1
Johnson   , 1B Cold Springs          ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Rick Tyler                             , Independent,     0
Johnson   , 1B Cold Springs          ,    0002,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Curtis Carney               ,            ,     0
Johnson   , 1B Cold Springs          ,    0002,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Stephen C Maxwell           ,            ,     0
Johnson   , 1B Cold Springs          ,    0002,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Kameron Parker Scott        ,            ,     0
Johnson   , 1B Cold Springs          ,    0002,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Lemichael D. Wilson         ,            ,     0
Johnson   , 1B Cold Springs          ,    0002,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General, Yes                                    ,            ,   370
Johnson   , 1B Cold Springs          ,    0002,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General, No                                     ,            ,   124
Johnson   , 1B Cold Springs          ,    0002,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General, Yes                                    ,            ,   304
Johnson   , 1B Cold Springs          ,    0002,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General, No                                     ,            ,   113
Johnson   , 1B Cold Springs          ,    0002,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General, Yes                                    ,            ,   357
Johnson   , 1B Cold Springs          ,    0002,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General, No                                     ,            ,   104
Johnson   , 1B Cold Springs          ,    0002,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General, Yes                                    ,            ,   295
Johnson   , 1B Cold Springs          ,    0002,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General, No                                     ,            ,   142
Johnson   , 1B Cold Springs          ,    0002,     0011,       1,          0,         0, United States House of Representatives District 1, 2022-11-08, State General, Diana Lynn Harshbarger                 , Republican ,   441
Johnson   , 1B Cold Springs          ,    0002,     0011,       1,          0,         0, United States House of Representatives District 1, 2022-11-08, State General, Cameron Parsons                        , Democratic ,    71
Johnson   , 1B Cold Springs          ,    0002,     0011,       1,          0,         0, United States House of Representatives District 1, 2022-11-08, State General, Richard G. Baker                       , Independent,    13
Johnson   , 1B Cold Springs          ,    0002,     0011,       1,          0,         0, United States House of Representatives District 1, 2022-11-08, State General, Matt Makrom                            , Independent,     6
Johnson   , 1B Cold Springs          ,    0002,     0015,      03,          0,         0, Tennessee Senate District 3                      , 2022-11-08, State General, Rusty Crowe                            , Republican ,   459
Johnson   , 1B Cold Springs          ,    0002,     0015,      03,          0,         0, Tennessee Senate District 3                      , 2022-11-08, State General, Kate Craig                             , Democratic ,    79
Johnson   , 1B Cold Springs          ,    0002,     0017,      03,          0,         0, Tennessee House of Representatives District 3    , 2022-11-08, State General, Scotty Campbell                        , Republican ,   482
Johnson   , 1B Cold Springs          ,    0002,     0017,      03,          0,         0, Tennessee House of Representatives District 3    , 2022-11-08, State General, Write-In - Arvil Love                  ,            ,     4
Johnson   , 2 Forge/Shouns           ,    0003,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Bill Lee                               , Republican ,   291
Johnson   , 2 Forge/Shouns           ,    0003,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Jason Brantley Martin                  , Democratic ,    42
Johnson   , 2 Forge/Shouns           ,    0003,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Constance M. Every                     , Independent,     2
Johnson   , 2 Forge/Shouns           ,    0003,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, John Gentry                            , Independent,     2
Johnson   , 2 Forge/Shouns           ,    0003,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Basil Marceaux                         , Independent,     0
Johnson   , 2 Forge/Shouns           ,    0003,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Charles Van Morgan                     , Independent,     1
Johnson   , 2 Forge/Shouns           ,    0003,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Alfred O'Neil                          , Independent,     0
Johnson   , 2 Forge/Shouns           ,    0003,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Deborah Rouse                          , Independent,     1
Johnson   , 2 Forge/Shouns           ,    0003,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Michael E. Scantland                   , Independent,     0
Johnson   , 2 Forge/Shouns           ,    0003,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Rick Tyler                             , Independent,     0
Johnson   , 2 Forge/Shouns           ,    0003,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Curtis Carney               ,            ,     0
Johnson   , 2 Forge/Shouns           ,    0003,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Stephen C Maxwell           ,            ,     0
Johnson   , 2 Forge/Shouns           ,    0003,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Kameron Parker Scott        ,            ,     0
Johnson   , 2 Forge/Shouns           ,    0003,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Lemichael D. Wilson         ,            ,     0
Johnson   , 2 Forge/Shouns           ,    0003,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General, Yes                                    ,            ,   229
Johnson   , 2 Forge/Shouns           ,    0003,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General, No                                     ,            ,    67
Johnson   , 2 Forge/Shouns           ,    0003,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General, Yes                                    ,            ,   178
Johnson   , 2 Forge/Shouns           ,    0003,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General, No                                     ,            ,    78
Johnson   , 2 Forge/Shouns           ,    0003,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General, Yes                                    ,            ,   195
Johnson   , 2 Forge/Shouns           ,    0003,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General, No                                     ,            ,    73
Johnson   , 2 Forge/Shouns           ,    0003,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General, Yes                                    ,            ,   168
Johnson   , 2 Forge/Shouns           ,    0003,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General, No                                     ,            ,    92
Johnson   , 2 Forge/Shouns           ,    0003,     0011,       1,          0,         0, United States House of Representatives District 1, 2022-11-08, State General, Diana Lynn Harshbarger                 , Republican ,   267
Johnson   , 2 Forge/Shouns           ,    0003,     0011,       1,          0,         0, United States House of Representatives District 1, 2022-11-08, State General, Cameron Parsons                        , Democratic ,    44
Johnson   , 2 Forge/Shouns           ,    0003,     0011,       1,          0,         0, United States House of Representatives District 1, 2022-11-08, State General, Richard G. Baker                       , Independent,     3
Johnson   , 2 Forge/Shouns           ,    0003,     0011,       1,          0,         0, United States House of Representatives District 1, 2022-11-08, State General, Matt Makrom                            , Independent,     3
Johnson   , 2 Forge/Shouns           ,    0003,     0015,      03,          0,         0, Tennessee Senate District 3                      , 2022-11-08, State General, Rusty Crowe                            , Republican ,   273
Johnson   , 2 Forge/Shouns           ,    0003,     0015,      03,          0,         0, Tennessee Senate District 3                      , 2022-11-08, State General, Kate Craig                             , Democratic ,    47
Johnson   , 2 Forge/Shouns           ,    0003,     0017,      03,          0,         0, Tennessee House of Representatives District 3    , 2022-11-08, State General, Scotty Campbell                        , Republican ,   284
Johnson   , 2 Forge/Shouns           ,    0003,     0017,      03,          0,         0, Tennessee House of Representatives District 3    , 2022-11-08, State General, Write-In - Arvil Love                  ,            ,     0
Johnson   , 3A Trade                 ,    0004,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Bill Lee                               , Republican ,   300
Johnson   , 3A Trade                 ,    0004,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Jason Brantley Martin                  , Democratic ,    55
Johnson   , 3A Trade                 ,    0004,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Constance M. Every                     , Independent,     1
Johnson   , 3A Trade                 ,    0004,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, John Gentry                            , Independent,     4
Johnson   , 3A Trade                 ,    0004,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Basil Marceaux                         , Independent,     1
Johnson   , 3A Trade                 ,    0004,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Charles Van Morgan                     , Independent,     0
Johnson   , 3A Trade                 ,    0004,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Alfred O'Neil                          , Independent,     0
Johnson   , 3A Trade                 ,    0004,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Deborah Rouse                          , Independent,     0
Johnson   , 3A Trade                 ,    0004,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Michael E. Scantland                   , Independent,     1
Johnson   , 3A Trade                 ,    0004,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Rick Tyler                             , Independent,     0
Johnson   , 3A Trade                 ,    0004,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Curtis Carney               ,            ,     0
Johnson   , 3A Trade                 ,    0004,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Stephen C Maxwell           ,            ,     0
Johnson   , 3A Trade                 ,    0004,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Kameron Parker Scott        ,            ,     0
Johnson   , 3A Trade                 ,    0004,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Lemichael D. Wilson         ,            ,     0
Johnson   , 3A Trade                 ,    0004,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General, Yes                                    ,            ,   246
Johnson   , 3A Trade                 ,    0004,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General, No                                     ,            ,    79
Johnson   , 3A Trade                 ,    0004,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General, Yes                                    ,            ,   210
Johnson   , 3A Trade                 ,    0004,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General, No                                     ,            ,    90
Johnson   , 3A Trade                 ,    0004,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General, Yes                                    ,            ,   235
Johnson   , 3A Trade                 ,    0004,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General, No                                     ,            ,    79
Johnson   , 3A Trade                 ,    0004,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General, Yes                                    ,            ,   185
Johnson   , 3A Trade                 ,    0004,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General, No                                     ,            ,   114
Johnson   , 3A Trade                 ,    0004,     0011,       1,          0,         0, United States House of Representatives District 1, 2022-11-08, State General, Diana Lynn Harshbarger                 , Republican ,   292
Johnson   , 3A Trade                 ,    0004,     0011,       1,          0,         0, United States House of Representatives District 1, 2022-11-08, State General, Cameron Parsons                        , Democratic ,    54
Johnson   , 3A Trade                 ,    0004,     0011,       1,          0,         0, United States House of Representatives District 1, 2022-11-08, State General, Richard G. Baker                       , Independent,     0
Johnson   , 3A Trade                 ,    0004,     0011,       1,          0,         0, United States House of Representatives District 1, 2022-11-08, State General, Matt Makrom                            , Independent,     1
Johnson   , 3A Trade                 ,    0004,     0015,      03,          0,         0, Tennessee Senate District 3                      , 2022-11-08, State General, Rusty Crowe                            , Republican ,   300
Johnson   , 3A Trade                 ,    0004,     0015,      03,          0,         0, Tennessee Senate District 3                      , 2022-11-08, State General, Kate Craig                             , Democratic ,    53
Johnson   , 3A Trade                 ,    0004,     0017,      03,          0,         0, Tennessee House of Representatives District 3    , 2022-11-08, State General, Scotty Campbell                        , Republican ,   302
Johnson   , 3A Trade                 ,    0004,     0017,      03,          0,         0, Tennessee House of Representatives District 3    , 2022-11-08, State General, Write-In - Arvil Love                  ,            ,     0
Johnson   , 3B Neva                  ,    0005,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Bill Lee                               , Republican ,   578
Johnson   , 3B Neva                  ,    0005,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Jason Brantley Martin                  , Democratic ,   104
Johnson   , 3B Neva                  ,    0005,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Constance M. Every                     , Independent,     1
Johnson   , 3B Neva                  ,    0005,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, John Gentry                            , Independent,     4
Johnson   , 3B Neva                  ,    0005,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Basil Marceaux                         , Independent,     0
Johnson   , 3B Neva                  ,    0005,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Charles Van Morgan                     , Independent,     1
Johnson   , 3B Neva                  ,    0005,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Alfred O'Neil                          , Independent,     0
Johnson   , 3B Neva                  ,    0005,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Deborah Rouse                          , Independent,     2
Johnson   , 3B Neva                  ,    0005,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Michael E. Scantland                   , Independent,     0
Johnson   , 3B Neva                  ,    0005,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Rick Tyler                             , Independent,     1
Johnson   , 3B Neva                  ,    0005,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Curtis Carney               ,            ,     0
Johnson   , 3B Neva                  ,    0005,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Stephen C Maxwell           ,            ,     0
Johnson   , 3B Neva                  ,    0005,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Kameron Parker Scott        ,            ,     0
Johnson   , 3B Neva                  ,    0005,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Lemichael D. Wilson         ,            ,     0
Johnson   , 3B Neva                  ,    0005,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General, Yes                                    ,            ,   448
Johnson   , 3B Neva                  ,    0005,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General, No                                     ,            ,   176
Johnson   , 3B Neva                  ,    0005,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General, Yes                                    ,            ,   361
Johnson   , 3B Neva                  ,    0005,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General, No                                     ,            ,   170
Morgan    , 2-1 Oakdale High         ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Bill Lee                               , Republican ,   475
Morgan    , 2-1 Oakdale High         ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Jason Brantley Martin                  , Democratic ,    33
Morgan    , 2-1 Oakdale High         ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Constance M. Every                     , Independent,     0
Morgan    , 2-1 Oakdale High         ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, John Gentry                            , Independent,     3
Morgan    , 2-1 Oakdale High         ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Basil Marceaux                         , Independent,     1
Morgan    , 2-1 Oakdale High         ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Charles Van Morgan                     , Independent,     0
Morgan    , 2-1 Oakdale High         ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Alfred O'Neil                          , Independent,     0
Morgan    , 2-1 Oakdale High         ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Deborah Rouse                          , Independent,     1
Morgan    , 2-1 Oakdale High         ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Michael E. Scantland                   , Independent,     0
Morgan    , 2-1 Oakdale High         ,    0002,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Rick Tyler                             , Independent,     0
Morgan    , 2-1 Oakdale High         ,    0002,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Curtis Carney               ,            ,     0
Morgan    , 2-1 Oakdale High         ,    0002,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Stephen C Maxwell           ,            ,     0
Morgan    , 2-1 Oakdale High         ,    0002,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Kameron Parker Scott        ,            ,     0
Morgan    , 2-1 Oakdale High         ,    0002,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General, Write-In - Lemichael D. Wilson         ,            ,     0
Morgan    , 2-1 Oakdale High         ,    0002,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General, Yes                                    ,            ,   310
Morgan    , 2-1 Oakdale High         ,    0002,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General, No                                     ,            ,   171
Morgan    , 2-1 Oakdale High         ,    0002,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General, Yes                                    ,            ,   289
Morgan    , 2-1 Oakdale High         ,    0002,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General, No                                     ,            ,   174
Van Buren , Spencer 1                ,    0001,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Bill Lee                               , Republican ,   322
Van Buren , Spencer 1                ,    0001,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Jason Brantley Martin                  , Democratic ,    70
Van Buren , Spencer 1                ,    0001,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Constance M. Every                     , Independent,     5
Van Buren , Spencer 1                ,    0001,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, John Gentry                            , Independent,     5
Van Buren , Spencer 1                ,    0001,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General, Basil Marceaux                         , Independent,     1
