COUNTY    , PRECINCT                 , PRCTSEQ, BALSEQID, JURISID, SECJURISID, CANDGROUP, OFFICENAME                                       , ELECTDATE , ELECTTYPE    , COL1HDG, RNAME1                            , PARTY1    , PVTALLY1, COL2HDG, RNAME2                               , PARTY2     , PVTALLY2, COL3HDG, RNAME3                                 , PARTY3     , PVTALLY3, COL4HDG, RNAME4                        , PARTY4     , PVTALLY4, COL5HDG, RNAME5                  , PARTY5     , PVTALLY5, COL6HDG, RNAME6                                 , PARTY6     , PVTALLY6, COL7HDG, RNAME7       , PARTY7     , PVTALLY7, COL8HDG, RNAME8       , PARTY8     , PVTALLY8, COL9HDG, RNAME9              , PARTY9     , PVTALLY9, COL10HDG, RNAME10   , PARTY10    , PVTALLY10
Shelby    , 09-01                    ,    0092,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General,       1, Yes                               ,           ,      151,       2, No                                   ,            ,      149,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-01                    ,    0092,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General,       1, Yes                               ,           ,      216,       2, No                                   ,            ,       95,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-01                    ,    0092,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General,       1, Yes                               ,           ,      221,       2, No                                   ,            ,       87,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-01                    ,    0092,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General,       1, Yes                               ,           ,      172,       2, No                                   ,            ,      136,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-01                    ,    0092,     0011,       9,          0,         0, United States House of Representatives District 9, 2022-11-08, State General,       1, Charlotte Bergmann                , Republican,        6,       2, Steve Cohen                          , Democratic ,      310,       3, Dennis Clark                           , Independent,        3,       4, Paul Cook                     , Independent,        2,       5, George Flinn            , Independent,        4,       6, Write-In - Bobby Lyons                 ,            ,        0,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-01                    ,    0092,     0015,      29,          0,         0, Tennessee Senate District 29                     , 2022-11-08, State General,       1, Raumesh Akbari                    , Democratic,      302,        ,                                      ,            ,         ,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-01                    ,    0092,     0017,      86,          0,         0, Tennessee House of Representatives District 86   , 2022-11-08, State General,       1, Barbara L. Cooper                 , Democratic,      273,       2, Michael Porter                       , Independent,       37,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-02                    ,    0093,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General,       1, Bill Lee                          , Republican,       70,       2, Jason Brantley Martin                , Democratic ,      614,       3, Constance M. Every                     , Independent,       10,       4, John Gentry                   , Independent,        4,       5, Basil Marceaux          , Independent,        2,       6, Charles Van Morgan                     , Independent,        5,       7, Alfred O'Neil, Independent,        0,       8, Deborah Rouse, Independent,        8,       9, Michael E. Scantland, Independent,        0,       10, Rick Tyler, Independent,         5
Shelby    , 09-02                    ,    0093,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General,      11, Write-In - Curtis Carney          ,           ,        0,      12, Write-In - Stephen C Maxwell         ,            ,        0,      13, Write-In - Kameron Parker Scott        ,            ,        0,      14, Write-In - Lemichael D. Wilson,            ,        0,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-02                    ,    0093,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General,       1, Yes                               ,           ,      318,       2, No                                   ,            ,      345,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-02                    ,    0093,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General,       1, Yes                               ,           ,      499,       2, No                                   ,            ,      193,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-02                    ,    0093,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General,       1, Yes                               ,           ,      559,       2, No                                   ,            ,      130,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-02                    ,    0093,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General,       1, Yes                               ,           ,      424,       2, No                                   ,            ,      274,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-02                    ,    0093,     0011,       9,          0,         0, United States House of Representatives District 9, 2022-11-08, State General,       1, Charlotte Bergmann                , Republican,       45,       2, Steve Cohen                          , Democratic ,      659,       3, Dennis Clark                           , Independent,        8,       4, Paul Cook                     , Independent,        0,       5, George Flinn            , Independent,       10,       6, Write-In - Bobby Lyons                 ,            ,        0,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-02                    ,    0093,     0015,      29,          0,         0, Tennessee Senate District 29                     , 2022-11-08, State General,       1, Raumesh Akbari                    , Democratic,      668,        ,                                      ,            ,         ,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-02                    ,    0093,     0017,      86,          0,         0, Tennessee House of Representatives District 86   , 2022-11-08, State General,       1, Barbara L. Cooper                 , Democratic,      427,       2, Michael Porter                       , Independent,       50,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-02                    ,    0093,     0017,      91,          0,         0, Tennessee House of Representatives District 91   , 2022-11-08, State General,       1, Torrey C. Harris                  , Democratic,      206,        ,                                      ,            ,         ,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-03                    ,    0094,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General,       1, Bill Lee                          , Republican,       82,       2, Jason Brantley Martin                , Democratic ,      915,       3, Constance M. Every                     , Independent,       16,       4, John Gentry                   , Independent,        9,       5, Basil Marceaux          , Independent,        3,       6, Charles Van Morgan                     , Independent,        6,       7, Alfred O'Neil, Independent,        5,       8, Deborah Rouse, Independent,        8,       9, Michael E. Scantland, Independent,        1,       10, Rick Tyler, Independent,         8
Shelby    , 09-03                    ,    0094,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General,      11, Write-In - Curtis Carney          ,           ,        0,      12, Write-In - Stephen C Maxwell         ,            ,        0,      13, Write-In - Kameron Parker Scott        ,            ,        0,      14, Write-In - Lemichael D. Wilson,            ,        0,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-03                    ,    0094,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General,       1, Yes                               ,           ,      471,       2, No                                   ,            ,      513,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-03                    ,    0094,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General,       1, Yes                               ,           ,      710,       2, No                                   ,            ,      291,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-03                    ,    0094,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General,       1, Yes                               ,           ,      792,       2, No                                   ,            ,      212,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-03                    ,    0094,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General,       1, Yes                               ,           ,      615,       2, No                                   ,            ,      398,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-03                    ,    0094,     0011,       9,          0,         0, United States House of Representatives District 9, 2022-11-08, State General,       1, Charlotte Bergmann                , Republican,       21,       2, Steve Cohen                          , Democratic ,     1003,       3, Dennis Clark                           , Independent,       14,       4, Paul Cook                     , Independent,        5,       5, George Flinn            , Independent,       19,       6, Write-In - Bobby Lyons                 ,            ,        0,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-03                    ,    0094,     0015,      29,          0,         0, Tennessee Senate District 29                     , 2022-11-08, State General,       1, Raumesh Akbari                    , Democratic,      988,        ,                                      ,            ,         ,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-03                    ,    0094,     0017,      86,          0,         0, Tennessee House of Representatives District 86   , 2022-11-08, State General,       1, Barbara L. Cooper                 , Democratic,      953,       2, Michael Porter                       , Independent,       75,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-04                    ,    0095,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General,       1, Bill Lee                          , Republican,      135,       2, Jason Brantley Martin                , Democratic ,     1490,       3, Constance M. Every                     , Independent,       17,       4, John Gentry                   , Independent,        7,       5, Basil Marceaux          , Independent,        0,       6, Charles Van Morgan                     , Independent,       13,       7, Alfred O'Neil, Independent,        4,       8, Deborah Rouse, Independent,       16,       9, Michael E. Scantland, Independent,        3,       10, Rick Tyler, Independent,         3
Shelby    , 09-04                    ,    0095,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General,      11, Write-In - Curtis Carney          ,           ,        0,      12, Write-In - Stephen C Maxwell         ,            ,        0,      13, Write-In - Kameron Parker Scott        ,            ,        0,      14, Write-In - Lemichael D. Wilson,            ,        0,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-04                    ,    0095,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General,       1, Yes                               ,           ,      745,       2, No                                   ,            ,      826,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-04                    ,    0095,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General,       1, Yes                               ,           ,     1194,       2, No                                   ,            ,      425,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-04                    ,    0095,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General,       1, Yes                               ,           ,     1301,       2, No                                   ,            ,      307,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-04                    ,    0095,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General,       1, Yes                               ,           ,     1059,       2, No                                   ,            ,      564,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-04                    ,    0095,     0011,       9,          0,         0, United States House of Representatives District 9, 2022-11-08, State General,       1, Charlotte Bergmann                , Republican,       33,       2, Steve Cohen                          , Democratic ,     1595,       3, Dennis Clark                           , Independent,       18,       4, Paul Cook                     , Independent,        7,       5, George Flinn            , Independent,       23,       6, Write-In - Bobby Lyons                 ,            ,        0,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-04                    ,    0095,     0015,      29,          0,         0, Tennessee Senate District 29                     , 2022-11-08, State General,       1, Raumesh Akbari                    , Democratic,     1559,        ,                                      ,            ,         ,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-04                    ,    0095,     0017,      85,          0,         0, Tennessee House of Representatives District 85   , 2022-11-08, State General,       1, Jesse Chism                       , Democratic,      552,        ,                                      ,            ,         ,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-04                    ,    0095,     0017,      87,          0,         0, Tennessee House of Representatives District 87   , 2022-11-08, State General,       1, Karen Camper                      , Democratic,      730,        ,                                      ,            ,         ,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-04                    ,    0095,     0017,      91,          0,         0, Tennessee House of Representatives District 91   , 2022-11-08, State General,       1, Torrey C. Harris                  , Democratic,      270,        ,                                      ,            ,         ,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-05                    ,    0096,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General,       1, Bill Lee                          , Republican,      148,       2, Jason Brantley Martin                , Democratic ,     1260,       3, Constance M. Every                     , Independent,       20,       4, John Gentry                   , Independent,        9,       5, Basil Marceaux          , Independent,        1,       6, Charles Van Morgan                     , Independent,        7,       7, Alfred O'Neil, Independent,        3,       8, Deborah Rouse, Independent,        4,       9, Michael E. Scantland, Independent,        2,       10, Rick Tyler, Independent,         4
Shelby    , 09-05                    ,    0096,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General,      11, Write-In - Curtis Carney          ,           ,        0,      12, Write-In - Stephen C Maxwell         ,            ,        0,      13, Write-In - Kameron Parker Scott        ,            ,        0,      14, Write-In - Lemichael D. Wilson,            ,        0,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-05                    ,    0096,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General,       1, Yes                               ,           ,      691,       2, No                                   ,            ,      683,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-05                    ,    0096,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General,       1, Yes                               ,           ,     1037,       2, No                                   ,            ,      369,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-05                    ,    0096,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General,       1, Yes                               ,           ,     1167,       2, No                                   ,            ,      233,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-05                    ,    0096,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General,       1, Yes                               ,           ,      945,       2, No                                   ,            ,      477,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-05                    ,    0096,     0011,       9,          0,         0, United States House of Representatives District 9, 2022-11-08, State General,       1, Charlotte Bergmann                , Republican,       74,       2, Steve Cohen                          , Democratic ,     1346,       3, Dennis Clark                           , Independent,       13,       4, Paul Cook                     , Independent,        5,       5, George Flinn            , Independent,       17,       6, Write-In - Bobby Lyons                 ,            ,        0,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-05                    ,    0096,     0015,      29,          0,         0, Tennessee Senate District 29                     , 2022-11-08, State General,       1, Raumesh Akbari                    , Democratic,     1340,        ,                                      ,            ,         ,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-05                    ,    0096,     0017,      87,          0,         0, Tennessee House of Representatives District 87   , 2022-11-08, State General,       1, Karen Camper                      , Democratic,      977,        ,                                      ,            ,         ,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-05                    ,    0096,     0017,      91,          0,         0, Tennessee House of Representatives District 91   , 2022-11-08, State General,       1, Torrey C. Harris                  , Democratic,      359,        ,                                      ,            ,         ,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-06                    ,    0097,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General,       1, Bill Lee                          , Republican,       99,       2, Jason Brantley Martin                , Democratic ,     1018,       3, Constance M. Every                     , Independent,        9,       4, John Gentry                   , Independent,        4,       5, Basil Marceaux          , Independent,        3,       6, Charles Van Morgan                     , Independent,        4,       7, Alfred O'Neil, Independent,        2,       8, Deborah Rouse, Independent,       10,       9, Michael E. Scantland, Independent,        2,       10, Rick Tyler, Independent,         7
Shelby    , 09-06                    ,    0097,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General,      11, Write-In - Curtis Carney          ,           ,        0,      12, Write-In - Stephen C Maxwell         ,            ,        0,      13, Write-In - Kameron Parker Scott        ,            ,        0,      14, Write-In - Lemichael D. Wilson,            ,        1,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-06                    ,    0097,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General,       1, Yes                               ,           ,      477,       2, No                                   ,            ,      583,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-06                    ,    0097,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General,       1, Yes                               ,           ,      828,       2, No                                   ,            ,      278,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-06                    ,    0097,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General,       1, Yes                               ,           ,      882,       2, No                                   ,            ,      213,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-06                    ,    0097,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General,       1, Yes                               ,           ,      721,       2, No                                   ,            ,      390,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-06                    ,    0097,     0011,       9,          0,         0, United States House of Representatives District 9, 2022-11-08, State General,       1, Charlotte Bergmann                , Republican,       28,       2, Steve Cohen                          , Democratic ,     1096,       3, Dennis Clark                           , Independent,        5,       4, Paul Cook                     , Independent,        3,       5, George Flinn            , Independent,       15,       6, Write-In - Bobby Lyons                 ,            ,        0,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-06                    ,    0097,     0015,      29,          0,         0, Tennessee Senate District 29                     , 2022-11-08, State General,       1, Raumesh Akbari                    , Democratic,     1050,        ,                                      ,            ,         ,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-06                    ,    0097,     0017,      86,          0,         0, Tennessee House of Representatives District 86   , 2022-11-08, State General,       1, Barbara L. Cooper                 , Democratic,      993,       2, Michael Porter                       , Independent,      103,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-07                    ,    0098,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General,       1, Bill Lee                          , Republican,      127,       2, Jason Brantley Martin                , Democratic ,     1385,       3, Constance M. Every                     , Independent,       13,       4, John Gentry                   , Independent,        5,       5, Basil Marceaux          , Independent,        2,       6, Charles Van Morgan                     , Independent,       10,       7, Alfred O'Neil, Independent,        3,       8, Deborah Rouse, Independent,        9,       9, Michael E. Scantland, Independent,        1,       10, Rick Tyler, Independent,         9
Shelby    , 09-07                    ,    0098,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General,      11, Write-In - Curtis Carney          ,           ,        0,      12, Write-In - Stephen C Maxwell         ,            ,        0,      13, Write-In - Kameron Parker Scott        ,            ,        0,      14, Write-In - Lemichael D. Wilson,            ,        0,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Shelby    , 09-07                    ,    0098,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General,       1, Yes                               ,           ,      659,       2, No                                   ,            ,      794,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
